chain,category_clean,item_name,serve_size,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,calories_kcal_norm,total_fat_norm,saturated_fat_norm,trans_fat_norm,cholesterol_norm,sodium_norm,carbohydrates_norm,dietary_fiber_norm,sugars_norm,protein_norm
McDondalds,breakfast,Egg McMuffin,136.0,g,300,13.0,5.0,0.0,260.0,750.0,31.0,4.0,3.0,17.0,220.59,9.56,3.68,0.0,191.18,551.47,22.79,2.94,2.21,12.5
McDondalds,breakfast,Egg White Delight,135.0,g,250,8.0,3.0,0.0,25.0,770.0,30.0,4.0,3.0,18.0,185.19,5.93,2.22,0.0,18.52,570.37,22.22,2.96,2.22,13.33
McDondalds,breakfast,Sausage McMuffin,111.0,g,370,23.0,8.0,0.0,45.0,780.0,29.0,4.0,2.0,14.0,333.33,20.72,7.21,0.0,40.54,702.7,26.13,3.6,1.8,12.61
McDondalds,breakfast,Sausage McMuffin with Egg,161.0,g,450,28.0,10.0,0.0,285.0,860.0,30.0,4.0,2.0,21.0,279.5,17.39,6.21,0.0,177.02,534.16,18.63,2.48,1.24,13.04
McDondalds,breakfast,Sausage McMuffin with Egg Whites,161.0,g,400,23.0,8.0,0.0,50.0,880.0,30.0,4.0,2.0,21.0,248.45,14.29,4.97,0.0,31.06,546.58,18.63,2.48,1.24,13.04
McDondalds,breakfast,Steak & Egg McMuffin,185.0,g,430,23.0,9.0,1.0,300.0,960.0,31.0,4.0,3.0,26.0,232.43,12.43,4.86,0.54,162.16,518.92,16.76,2.16,1.62,14.05
McDondalds,breakfast,"Bacon, Egg & Cheese Biscuit (Regular Biscuit)",150.0,g,460,26.0,13.0,0.0,250.0,1300.0,38.0,2.0,3.0,19.0,306.67,17.33,8.67,0.0,166.67,866.67,25.33,1.33,2.0,12.67
McDondalds,breakfast,"Bacon, Egg & Cheese Biscuit (Large Biscuit)",164.0,g,520,30.0,14.0,0.0,250.0,1410.0,43.0,3.0,4.0,19.0,317.07,18.29,8.54,0.0,152.44,859.76,26.22,1.83,2.44,11.59
McDondalds,breakfast,"Bacon, Egg & Cheese Biscuit with Egg Whites (Regular Biscuit)",153.0,g,410,20.0,11.0,0.0,35.0,1300.0,36.0,2.0,3.0,20.0,267.97,13.07,7.19,0.0,22.88,849.67,23.53,1.31,1.96,13.07
McDondalds,breakfast,"Bacon, Egg & Cheese Biscuit with Egg Whites (Large Biscuit)",167.0,g,470,25.0,12.0,0.0,35.0,1420.0,42.0,3.0,4.0,20.0,281.44,14.97,7.19,0.0,20.96,850.3,25.15,1.8,2.4,11.98
McDondalds,breakfast,Sausage Biscuit (Regular Biscuit),117.0,g,430,27.0,12.0,0.0,30.0,1080.0,34.0,2.0,2.0,11.0,367.52,23.08,10.26,0.0,25.64,923.08,29.06,1.71,1.71,9.4
McDondalds,breakfast,Sausage Biscuit (Large Biscuit),131.0,g,480,31.0,13.0,0.0,30.0,1190.0,39.0,3.0,3.0,11.0,366.41,23.66,9.92,0.0,22.9,908.4,29.77,2.29,2.29,8.4
McDondalds,breakfast,Sausage Biscuit with Egg (Regular Biscuit),163.0,g,510,33.0,14.0,0.0,250.0,1170.0,36.0,2.0,2.0,18.0,312.88,20.25,8.59,0.0,153.37,717.79,22.09,1.23,1.23,11.04
McDondalds,breakfast,Sausage Biscuit with Egg (Large Biscuit),177.0,g,570,37.0,15.0,0.0,250.0,1280.0,42.0,3.0,3.0,18.0,322.03,20.9,8.47,0.0,141.24,723.16,23.73,1.69,1.69,10.17
McDondalds,breakfast,Sausage Biscuit with Egg Whites (Regular Biscuit),167.0,g,460,27.0,12.0,0.0,35.0,1180.0,34.0,2.0,3.0,18.0,275.45,16.17,7.19,0.0,20.96,706.59,20.36,1.2,1.8,10.78
McDondalds,breakfast,Sausage Biscuit with Egg Whites (Large Biscuit),181.0,g,520,32.0,13.0,0.0,35.0,1290.0,40.0,3.0,3.0,18.0,287.29,17.68,7.18,0.0,19.34,712.71,22.1,1.66,1.66,9.94
McDondalds,breakfast,Southern Style Chicken Biscuit (Regular Biscuit),143.0,g,410,20.0,8.0,0.0,30.0,1180.0,41.0,2.0,3.0,17.0,286.71,13.99,5.59,0.0,20.98,825.17,28.67,1.4,2.1,11.89
McDondalds,breakfast,Southern Style Chicken Biscuit (Large Biscuit),157.0,g,470,24.0,9.0,0.0,30.0,1290.0,46.0,3.0,4.0,17.0,299.36,15.29,5.73,0.0,19.11,821.66,29.3,1.91,2.55,10.83
McDondalds,breakfast,Steak & Egg Biscuit (Regular Biscuit),201.0,g,540,32.0,16.0,1.0,280.0,1470.0,38.0,2.0,3.0,25.0,268.66,15.92,7.96,0.5,139.3,731.34,18.91,1.0,1.49,12.44
McDondalds,breakfast,"Bacon, Egg & Cheese McGriddles",174.0,g,460,21.0,9.0,0.0,250.0,1250.0,48.0,2.0,15.0,19.0,264.37,12.07,5.17,0.0,143.68,718.39,27.59,1.15,8.62,10.92
McDondalds,breakfast,"Bacon, Egg & Cheese McGriddles with Egg Whites",178.0,g,400,15.0,7.0,0.0,35.0,1250.0,47.0,2.0,16.0,20.0,224.72,8.43,3.93,0.0,19.66,702.25,26.4,1.12,8.99,11.24
McDondalds,breakfast,Sausage McGriddles,141.0,g,420,22.0,8.0,0.0,35.0,1030.0,44.0,2.0,15.0,11.0,297.87,15.6,5.67,0.0,24.82,730.5,31.21,1.42,10.64,7.8
McDondalds,breakfast,"Sausage, Egg & Cheese McGriddles",201.0,g,550,31.0,12.0,0.0,265.0,1320.0,48.0,2.0,15.0,20.0,273.63,15.42,5.97,0.0,131.84,656.72,23.88,1.0,7.46,9.95
McDondalds,breakfast,"Sausage, Egg & Cheese McGriddles with Egg Whites",205.0,g,500,26.0,10.0,0.0,50.0,1320.0,46.0,2.0,15.0,21.0,243.9,12.68,4.88,0.0,24.39,643.9,22.44,0.98,7.32,10.24
McDondalds,breakfast,"Bacon, Egg & Cheese Bagel",197.0,g,620,31.0,11.0,0.5,275.0,1480.0,57.0,3.0,7.0,30.0,314.72,15.74,5.58,0.25,139.59,751.27,28.93,1.52,3.55,15.23
McDondalds,breakfast,"Bacon, Egg & Cheese Bagel with Egg Whites",201.0,g,570,25.0,9.0,0.5,60.0,1480.0,55.0,3.0,8.0,30.0,283.58,12.44,4.48,0.25,29.85,736.32,27.36,1.49,3.98,14.93
McDondalds,breakfast,"Steak, Egg & Cheese Bagel",241.0,g,670,35.0,13.0,1.5,295.0,1510.0,56.0,3.0,7.0,33.0,278.01,14.52,5.39,0.62,122.41,626.56,23.24,1.24,2.9,13.69
McDondalds,breakfast,Big Breakfast (Regular Biscuit),269.0,g,740,48.0,17.0,0.0,555.0,1560.0,51.0,3.0,3.0,28.0,275.09,17.84,6.32,0.0,206.32,579.93,18.96,1.12,1.12,10.41
McDondalds,breakfast,Big Breakfast (Large Biscuit),283.0,g,800,52.0,18.0,0.0,555.0,1680.0,56.0,4.0,3.0,28.0,282.69,18.37,6.36,0.0,196.11,593.64,19.79,1.41,1.06,9.89
McDondalds,breakfast,Big Breakfast with Egg Whites (Regular Biscuit),272.0,g,640,37.0,14.0,0.0,35.0,1590.0,50.0,3.0,3.0,26.0,235.29,13.6,5.15,0.0,12.87,584.56,18.38,1.1,1.1,9.56
McDondalds,breakfast,Big Breakfast with Egg Whites (Large Biscuit),286.0,g,690,41.0,14.0,0.0,35.0,1700.0,55.0,4.0,4.0,26.0,241.26,14.34,4.9,0.0,12.24,594.41,19.23,1.4,1.4,9.09
McDondalds,breakfast,Big Breakfast with Hotcakes (Regular Biscuit),420.0,g,1090,56.0,19.0,0.0,575.0,2150.0,111.0,6.0,17.0,36.0,259.52,13.33,4.52,0.0,136.9,511.9,26.43,1.43,4.05,8.57
McDondalds,breakfast,Big Breakfast with Hotcakes (Large Biscuit),434.0,g,1150,60.0,20.0,0.0,575.0,2260.0,116.0,7.0,17.0,36.0,264.98,13.82,4.61,0.0,132.49,520.74,26.73,1.61,3.92,8.29
McDondalds,breakfast,Big Breakfast with Hotcakes and Egg Whites (Regular Biscuit),423.0,g,990,46.0,16.0,0.0,55.0,2170.0,110.0,6.0,17.0,35.0,234.04,10.87,3.78,0.0,13.0,513.0,26.0,1.42,4.02,8.27
McDondalds,breakfast,Big Breakfast with Hotcakes and Egg Whites (Large Biscuit),437.0,g,1050,50.0,16.0,0.0,55.0,2290.0,115.0,7.0,18.0,35.0,240.27,11.44,3.66,0.0,12.59,524.03,26.32,1.6,4.12,8.01
McDondalds,breakfast,Hotcakes,151.0,g,350,9.0,2.0,0.0,20.0,590.0,60.0,3.0,14.0,8.0,231.79,5.96,1.32,0.0,13.25,390.73,39.74,1.99,9.27,5.3
McDondalds,breakfast,Hotcakes and Sausage,192.0,g,520,24.0,7.0,0.0,50.0,930.0,61.0,3.0,14.0,15.0,270.83,12.5,3.65,0.0,26.04,484.38,31.77,1.56,7.29,7.81
McDondalds,breakfast,Sausage Burrito,111.0,g,300,16.0,7.0,0.0,115.0,790.0,26.0,1.0,2.0,12.0,270.27,14.41,6.31,0.0,103.6,711.71,23.42,0.9,1.8,10.81
McDondalds,breakfast,Hash Brown,56.0,g,150,9.0,1.5,0.0,0.0,310.0,15.0,2.0,0.0,1.0,267.86,16.07,2.68,0.0,0.0,553.57,26.79,3.57,0.0,1.79
McDondalds,breakfast,Cinnamon Melts,114.0,g,460,19.0,9.0,0.0,15.0,370.0,66.0,3.0,32.0,6.0,403.51,16.67,7.89,0.0,13.16,324.56,57.89,2.63,28.07,5.26
McDondalds,breakfast,Fruit & Maple Oatmeal,251.0,g,290,4.0,1.5,0.0,5.0,160.0,58.0,5.0,32.0,5.0,115.54,1.59,0.6,0.0,1.99,63.75,23.11,1.99,12.75,1.99
McDondalds,breakfast,Fruit & Maple Oatmeal without Brown Sugar,251.0,g,260,4.0,1.5,0.0,5.0,115.0,49.0,5.0,18.0,5.0,103.59,1.59,0.6,0.0,1.99,45.82,19.52,1.99,7.17,1.99
McDondalds,burger,Big Mac,211.0,g,530,27.0,10.0,1.0,85.0,960.0,47.0,3.0,9.0,24.0,251.18,12.8,4.74,0.47,40.28,454.98,22.27,1.42,4.27,11.37
McDondalds,burger,Quarter Pounder with Cheese,202.0,g,520,26.0,12.0,1.5,95.0,1100.0,41.0,3.0,10.0,30.0,257.43,12.87,5.94,0.74,47.03,544.55,20.3,1.49,4.95,14.85
McDondalds,burger,Quarter Pounder with Bacon & Cheese,227.0,g,600,29.0,13.0,1.5,105.0,1440.0,48.0,3.0,12.0,37.0,264.32,12.78,5.73,0.66,46.26,634.36,21.15,1.32,5.29,16.3
McDondalds,burger,Quarter Pounder with Bacon Habanero Ranch,235.0,g,610,31.0,13.0,1.5,105.0,1180.0,46.0,3.0,10.0,37.0,259.57,13.19,5.53,0.64,44.68,502.13,19.57,1.28,4.26,15.74
McDondalds,burger,Quarter Pounder Deluxe,244.0,g,540,27.0,11.0,1.5,85.0,960.0,45.0,3.0,9.0,29.0,221.31,11.07,4.51,0.61,34.84,393.44,18.44,1.23,3.69,11.89
McDondalds,burger,Double Quarter Pounder with Cheese,283.0,g,750,43.0,19.0,2.5,160.0,1280.0,42.0,3.0,10.0,48.0,265.02,15.19,6.71,0.88,56.54,452.3,14.84,1.06,3.53,16.96
McDondalds,burger,Hamburger,98.0,g,240,8.0,3.0,0.0,30.0,480.0,32.0,1.0,6.0,12.0,244.9,8.16,3.06,0.0,30.61,489.8,32.65,1.02,6.12,12.24
McDondalds,burger,Cheeseburger,113.0,g,290,11.0,5.0,0.5,45.0,680.0,33.0,2.0,7.0,15.0,256.64,9.73,4.42,0.44,39.82,601.77,29.2,1.77,6.19,13.27
McDondalds,burger,Double Cheeseburger,161.0,g,430,21.0,10.0,1.0,90.0,1040.0,35.0,2.0,7.0,24.0,267.08,13.04,6.21,0.62,55.9,645.96,21.74,1.24,4.35,14.91
McDondalds,burger,Bacon Clubhouse Burger,270.0,g,720,40.0,15.0,1.5,115.0,1470.0,51.0,4.0,14.0,39.0,266.67,14.81,5.56,0.56,42.59,544.44,18.89,1.48,5.19,14.44
McDondalds,burger,McDouble,147.0,g,380,17.0,8.0,1.0,75.0,840.0,34.0,2.0,7.0,22.0,258.5,11.56,5.44,0.68,51.02,571.43,23.13,1.36,4.76,14.97
McDondalds,burger,Bacon McDouble,161.0,g,440,22.0,10.0,1.0,90.0,1110.0,35.0,2.0,7.0,27.0,273.29,13.66,6.21,0.62,55.9,689.44,21.74,1.24,4.35,16.77
McDondalds,burger,Daily Double,190.0,g,430,22.0,9.0,1.0,80.0,760.0,34.0,2.0,7.0,22.0,226.32,11.58,4.74,0.53,42.11,400.0,17.89,1.05,3.68,11.58
McDondalds,burger,Jalapeño Double,159.0,g,430,23.0,9.0,1.0,80.0,1030.0,35.0,2.0,6.0,22.0,270.44,14.47,5.66,0.63,50.31,647.8,22.01,1.26,3.77,13.84
McDondalds,burger,McRib,208.0,g,500,26.0,10.0,0.0,70.0,980.0,44.0,3.0,11.0,22.0,240.38,12.5,4.81,0.0,33.65,471.15,21.15,1.44,5.29,10.58
McDondalds,burger,Premium Crispy Chicken Classic Sandwich,213.0,g,510,22.0,3.5,0.0,45.0,990.0,55.0,3.0,10.0,24.0,239.44,10.33,1.64,0.0,21.13,464.79,25.82,1.41,4.69,11.27
McDondalds,burger,Premium Grilled Chicken Classic Sandwich,200.0,g,350,9.0,2.0,0.0,65.0,820.0,42.0,3.0,8.0,28.0,175.0,4.5,1.0,0.0,32.5,410.0,21.0,1.5,4.0,14.0
McDondalds,burger,Premium Crispy Chicken Club Sandwich,249.0,g,670,33.0,9.0,0.0,85.0,1410.0,58.0,3.0,11.0,36.0,269.08,13.25,3.61,0.0,34.14,566.27,23.29,1.2,4.42,14.46
McDondalds,burger,Premium Grilled Chicken Club Sandwich,235.0,g,510,20.0,7.0,0.0,105.0,1250.0,44.0,3.0,9.0,40.0,217.02,8.51,2.98,0.0,44.68,531.91,18.72,1.28,3.83,17.02
McDondalds,burger,Premium Crispy Chicken Ranch BLT Sandwich,230.0,g,610,28.0,6.0,0.0,70.0,1400.0,57.0,3.0,11.0,32.0,265.22,12.17,2.61,0.0,30.43,608.7,24.78,1.3,4.78,13.91
McDondalds,burger,Premium Grilled Chicken Ranch BLT Sandwich,217.0,g,450,15.0,4.5,0.0,90.0,1230.0,43.0,3.0,9.0,36.0,207.37,6.91,2.07,0.0,41.47,566.82,19.82,1.38,4.15,16.59
McDondalds,burger,Bacon Clubhouse Crispy Chicken Sandwich,284.0,g,750,38.0,10.0,0.5,90.0,1720.0,65.0,4.0,16.0,36.0,264.08,13.38,3.52,0.18,31.69,605.63,22.89,1.41,5.63,12.68
McDondalds,burger,Bacon Clubhouse Grilled Chicken Sandwich,270.0,g,590,25.0,8.0,0.0,110.0,1560.0,51.0,4.0,14.0,40.0,218.52,9.26,2.96,0.0,40.74,577.78,18.89,1.48,5.19,14.81
McDondalds,burger,Southern Style Crispy Chicken Sandwich,160.0,g,430,19.0,3.0,0.0,45.0,910.0,43.0,2.0,7.0,21.0,268.75,11.88,1.88,0.0,28.12,568.75,26.88,1.25,4.38,13.12
McDondalds,burger,McChicken,143.0,g,360,16.0,3.0,0.0,35.0,800.0,40.0,2.0,5.0,14.0,251.75,11.19,2.1,0.0,24.48,559.44,27.97,1.4,3.5,9.79
McDondalds,burger,Bacon Cheddar McChicken,171.0,g,480,24.0,7.0,0.0,65.0,1260.0,43.0,2.0,6.0,22.0,280.7,14.04,4.09,0.0,38.01,736.84,25.15,1.17,3.51,12.87
McDondalds,burger,Bacon Buffalo Ranch McChicken,161.0,g,430,21.0,5.0,0.0,50.0,1260.0,41.0,2.0,6.0,20.0,267.08,13.04,3.11,0.0,31.06,782.61,25.47,1.24,3.73,12.42
McDondalds,burger,Buffalo Ranch McChicken,148.0,g,360,16.0,3.0,0.0,35.0,990.0,40.0,2.0,5.0,14.0,243.24,10.81,2.03,0.0,23.65,668.92,27.03,1.35,3.38,9.46
McDondalds,burger,Premium McWrap Chicken & Bacon (Crispy Chicken),316.0,g,630,32.0,9.0,0.5,80.0,1540.0,56.0,3.0,7.0,32.0,199.37,10.13,2.85,0.16,25.32,487.34,17.72,0.95,2.22,10.13
McDondalds,burger,Premium McWrap Chicken & Bacon (Grilled Chicken),302.0,g,480,19.0,7.0,0.0,95.0,1370.0,42.0,3.0,6.0,36.0,158.94,6.29,2.32,0.0,31.46,453.64,13.91,0.99,1.99,11.92
McDondalds,burger,Premium McWrap Chicken & Ranch (Crispy Chicken),310.0,g,610,31.0,8.0,0.5,65.0,1340.0,56.0,3.0,8.0,27.0,196.77,10.0,2.58,0.16,20.97,432.26,18.06,0.97,2.58,8.71
McDondalds,burger,Premium McWrap Chicken & Ranch (Grilled Chicken),297.0,g,450,18.0,6.0,0.5,80.0,1170.0,42.0,3.0,6.0,30.0,151.52,6.06,2.02,0.17,26.94,393.94,14.14,1.01,2.02,10.1
McDondalds,burger,Premium McWrap Southwest Chicken (Crispy Chicken),314.0,g,670,33.0,8.0,0.5,60.0,1480.0,68.0,5.0,12.0,27.0,213.38,10.51,2.55,0.16,19.11,471.34,21.66,1.59,3.82,8.6
McDondalds,burger,Premium McWrap Southwest Chicken (Grilled Chicken),318.0,g,520,20.0,6.0,0.0,80.0,1320.0,55.0,5.0,10.0,31.0,163.52,6.29,1.89,0.0,25.16,415.09,17.3,1.57,3.14,9.75
McDondalds,burger,Premium McWrap Chicken Sweet Chili (Crispy Chicken),304.0,g,540,23.0,4.5,0.0,50.0,1260.0,61.0,3.0,14.0,23.0,177.63,7.57,1.48,0.0,16.45,414.47,20.07,0.99,4.61,7.57
McDondalds,burger,Premium McWrap Chicken Sweet Chili (Grilled Chicken),291.0,g,380,10.0,3.0,0.0,65.0,1090.0,47.0,3.0,12.0,27.0,130.58,3.44,1.03,0.0,22.34,374.57,16.15,1.03,4.12,9.28
McDondalds,sides,Chicken McNuggets (4 piece),65.0,g,190,12.0,2.0,0.0,25.0,360.0,12.0,1.0,0.0,9.0,292.31,18.46,3.08,0.0,38.46,553.85,18.46,1.54,0.0,13.85
McDondalds,sides,Chicken McNuggets (6 piece),97.0,g,280,18.0,3.0,0.0,40.0,540.0,18.0,1.0,0.0,13.0,288.66,18.56,3.09,0.0,41.24,556.7,18.56,1.03,0.0,13.4
McDondalds,sides,Chicken McNuggets (10 piece),162.0,g,470,30.0,5.0,0.0,65.0,900.0,30.0,2.0,0.0,22.0,290.12,18.52,3.09,0.0,40.12,555.56,18.52,1.23,0.0,13.58
McDondalds,sides,Chicken McNuggets (20 piece),323.0,g,940,59.0,10.0,0.0,135.0,1800.0,59.0,3.0,0.0,44.0,291.02,18.27,3.1,0.0,41.8,557.28,18.27,0.93,0.0,13.62
McDondalds,sides,Chicken McNuggets (40 piece),646.0,g,1880,118.0,20.0,1.0,265.0,3600.0,118.0,6.0,1.0,87.0,291.02,18.27,3.1,0.15,41.02,557.28,18.27,0.93,0.15,13.47
McDondalds,burger,Filet-O-Fish,142.0,g,390,19.0,4.0,0.0,40.0,590.0,39.0,2.0,5.0,15.0,274.65,13.38,2.82,0.0,28.17,415.49,27.46,1.41,3.52,10.56
McDondalds,salad,Premium Bacon Ranch Salad (without Chicken),223.0,g,140,7.0,3.5,0.0,25.0,300.0,10.0,3.0,4.0,9.0,62.78,3.14,1.57,0.0,11.21,134.53,4.48,1.35,1.79,4.04
McDondalds,salad,Premium Bacon Ranch Salad with Crispy Chicken,255.0,g,380,21.0,6.0,0.0,70.0,860.0,22.0,2.0,5.0,25.0,149.02,8.24,2.35,0.0,27.45,337.25,8.63,0.78,1.96,9.8
McDondalds,salad,Premium Bacon Ranch Salad with Grilled Chicken,241.0,g,220,8.0,4.0,0.0,85.0,690.0,8.0,2.0,4.0,29.0,91.29,3.32,1.66,0.0,35.27,286.31,3.32,0.83,1.66,12.03
McDondalds,salad,Premium Southwest Salad (without Chicken),230.0,g,140,4.5,2.0,0.0,10.0,150.0,20.0,6.0,6.0,6.0,60.87,1.96,0.87,0.0,4.35,65.22,8.7,2.61,2.61,2.61
McDondalds,salad,Premium Southwest Salad with Crispy Chicken,348.0,g,450,22.0,4.5,0.0,50.0,850.0,42.0,7.0,12.0,23.0,129.31,6.32,1.29,0.0,14.37,244.25,12.07,2.01,3.45,6.61
McDondalds,salad,Premium Southwest Salad with Grilled Chicken,335.0,g,290,8.0,2.5,0.0,70.0,680.0,28.0,7.0,10.0,27.0,86.57,2.39,0.75,0.0,20.9,202.99,8.36,2.09,2.99,8.06
McDondalds,wrap,Chipotle BBQ Snack Wrap (Crispy Chicken),130.0,g,340,15.0,4.5,0.0,30.0,780.0,37.0,1.0,8.0,14.0,261.54,11.54,3.46,0.0,23.08,600.0,28.46,0.77,6.15,10.77
McDondalds,wrap,Chipotle BBQ Snack Wrap (Grilled Chicken),123.0,g,260,8.0,3.5,0.0,40.0,700.0,30.0,1.0,7.0,16.0,211.38,6.5,2.85,0.0,32.52,569.11,24.39,0.81,5.69,13.01
McDondalds,wrap,Honey Mustard Snack Wrap (Crispy Chicken),123.0,g,330,15.0,4.5,0.0,35.0,730.0,34.0,1.0,3.0,14.0,268.29,12.2,3.66,0.0,28.46,593.5,27.64,0.81,2.44,11.38
McDondalds,wrap,Honey Mustard Snack Wrap (Grilled Chicken),116.0,g,250,8.0,3.5,0.0,45.0,650.0,27.0,1.0,2.0,16.0,215.52,6.9,3.02,0.0,38.79,560.34,23.28,0.86,1.72,13.79
McDondalds,wrap,Ranch Snack Wrap (Crispy Chicken),128.0,g,360,20.0,5.0,0.0,40.0,810.0,32.0,1.0,3.0,15.0,281.25,15.62,3.91,0.0,31.25,632.81,25.0,0.78,2.34,11.72
McDondalds,wrap,Ranch Snack Wrap (Grilled Chicken),121.0,g,280,13.0,4.5,0.0,45.0,720.0,25.0,1.0,2.0,16.0,231.4,10.74,3.72,0.0,37.19,595.04,20.66,0.83,1.65,13.22
McDondalds,sides,Small French Fries,75.0,g,230,11.0,1.5,0.0,0.0,130.0,30.0,2.0,0.0,2.0,306.67,14.67,2.0,0.0,0.0,173.33,40.0,2.67,0.0,2.67
McDondalds,sides,Medium French Fries,111.0,g,340,16.0,2.5,0.0,0.0,190.0,44.0,4.0,0.0,4.0,306.31,14.41,2.25,0.0,0.0,171.17,39.64,3.6,0.0,3.6
McDondalds,sides,Large French Fries,168.0,g,510,24.0,3.5,0.0,0.0,290.0,67.0,5.0,0.0,6.0,303.57,14.29,2.08,0.0,0.0,172.62,39.88,2.98,0.0,3.57
McDondalds,kids_menu,Kids French Fries,38.0,g,110,5.0,1.0,0.0,0.0,65.0,15.0,1.0,0.0,1.0,289.47,13.16,2.63,0.0,0.0,171.05,39.47,2.63,0.0,2.63
