category,item_name,serving_size_g,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,category_clean,chain
Coffee & Tea,Nonfat Caramel Latte (Medium),16 fl oz cup,250,0.0,0.0,0.0,5,135,51,1,48,12,beverage,mcdonalds
Coffee & Tea,Nonfat Caramel Latte (Large),20 fl oz cup,310,0.5,0.0,0.0,10,180,63,1,59,16,beverage,mcdonalds
Coffee & Tea,Nonfat Hazelnut Latte (Small),12 fl oz cup,200,0.0,0.0,0.0,5,110,40,1,38,10,beverage,mcdonalds
Coffee & Tea,Nonfat Hazelnut Latte (Medium),16 fl oz cup,250,0.0,0.0,0.0,5,135,51,1,48,12,beverage,mcdonalds
Coffee & Tea,Nonfat Hazelnut Latte (Large),20 fl oz cup,310,0.5,0.0,0.0,10,180,63,1,59,16,beverage,mcdonalds
Coffee & Tea,Nonfat French Vanilla Latte (Small),12 fl oz cup,190,0.0,0.0,0.0,5,115,39,1,37,10,beverage,mcdonalds
Coffee & Tea,Nonfat French Vanilla Latte (Medium),16 fl oz cup,240,0.0,0.0,0.0,5,140,49,1,46,12,beverage,mcdonalds
Coffee & Tea,Nonfat French Vanilla Latte (Large),20 fl oz cup,300,0.5,0.0,0.0,10,180,60,1,56,16,beverage,mcdonalds
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,140,0.0,0.0,0.0,5,150,24,1,13,10,beverage,mcdonalds
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,170,0.0,0.0,0.0,5,180,30,1,16,12,beverage,mcdonalds
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,220,0.5,0.0,0.0,10,240,38,2,21,16,beverage,mcdonalds
Coffee & Tea,Mocha (Small),12 fl oz cup,340,11.0,7.0,0.0,35,150,49,2,42,10,beverage,mcdonalds
Coffee & Tea,Mocha (Medium),16 fl oz cup,410,14.0,8.0,0.0,40,190,60,2,53,13,beverage,mcdonalds
Coffee & Tea,Mocha (Large),20 fl oz cup,500,17.0,10.0,0.5,50,240,72,2,63,16,beverage,mcdonalds
Coffee & Tea,Mocha with Nonfat Milk (Small),12 fl oz cup,270,3.5,2.0,0.0,15,150,49,2,43,11,beverage,mcdonalds
Coffee & Tea,Mocha with Nonfat Milk (Medium),16 fl oz cup,330,3.5,2.0,0.0,15,190,60,2,53,13,beverage,mcdonalds
Coffee & Tea,Mocha with Nonfat Milk (Large),20 fl oz cup,390,4.0,2.5,0.0,20,240,73,2,64,17,beverage,mcdonalds
Coffee & Tea,Caramel Mocha (Small),12 fl oz cup,320,11.0,7.0,0.0,35,170,45,1,40,10,beverage,mcdonalds
Coffee & Tea,Caramel Mocha (Medium),16 fl oz cup,390,14.0,8.0,0.5,40,220,55,1,50,12,beverage,mcdonalds
Coffee & Tea,Caramel Mocha (Large),20 fl oz cup,480,17.0,10.0,0.5,50,270,66,1,60,16,beverage,mcdonalds
Coffee & Tea,Nonfat Caramel Mocha (Small),12 fl oz cup,250,3.5,2.0,0.0,15,170,45,1,41,10,beverage,mcdonalds
Coffee & Tea,Nonfat Caramel Mocha (Medium),16 fl oz cup,310,3.5,2.0,0.0,15,210,56,1,51,13,beverage,mcdonalds
Coffee & Tea,Nonfat Caramel Mocha (Large),20 fl oz cup,370,3.5,2.5,0.0,20,270,67,1,61,17,beverage,mcdonalds
Coffee & Tea,Hot Chocolate (Small),12 fl oz cup,360,13.0,8.0,0.0,40,180,50,1,45,11,beverage,mcdonalds
Coffee & Tea,Hot Chocolate (Medium),16 fl oz cup,440,16.0,9.0,0.5,50,220,61,1,56,14,beverage,mcdonalds
Coffee & Tea,Hot Chocolate (Large),20 fl oz cup,540,20.0,12.0,0.5,60,280,73,1,68,17,beverage,mcdonalds
Coffee & Tea,Hot Chocolate with Nonfat Milk (Small),12 fl oz cup,280,3.5,2.0,0.0,15,180,50,1,46,12,beverage,mcdonalds
Coffee & Tea,Hot Chocolate with Nonfat Milk (Medium),16 fl oz cup,340,3.5,2.0,0.0,15,220,61,1,57,14,beverage,mcdonalds
Coffee & Tea,Hot Chocolate with Nonfat Milk (Large),20 fl oz cup,400,3.5,2.5,0.0,20,280,74,1,69,19,beverage,mcdonalds
Coffee & Tea,Regular Iced Coffee (Small),16 fl oz cup,140,4.5,3.0,0.0,15,35,23,0,22,1,beverage,mcdonalds
Coffee & Tea,Regular Iced Coffee (Medium),22 fl oz cup,190,7.0,4.5,0.0,25,50,31,0,30,1,beverage,mcdonalds
Coffee & Tea,Regular Iced Coffee (Large),32 fl oz cup,270,9.0,6.0,0.0,35,75,47,0,45,2,beverage,mcdonalds
Coffee & Tea,Caramel Iced Coffee (Small),16 fl oz cup,130,4.5,3.0,0.0,15,35,22,0,21,1,beverage,mcdonalds
Coffee & Tea,Caramel Iced Coffee (Medium),22 fl oz cup,180,7.0,4.5,0.0,25,50,29,0,28,1,beverage,mcdonalds
Coffee & Tea,Caramel Iced Coffee (Large),32 fl oz cup,260,9.0,6.0,0.0,35,65,43,0,42,2,beverage,mcdonalds
Coffee & Tea,Hazelnut Iced Coffee (Small),16 fl oz cup,130,4.5,3.0,0.0,15,35,21,0,20,1,beverage,mcdonalds
Coffee & Tea,Hazelnut Iced Coffee (Medium),22 fl oz cup,180,7.0,4.5,0.0,25,50,29,0,28,1,beverage,mcdonalds
Coffee & Tea,Hazelnut Iced Coffee (Large),32 fl oz cup,250,9.0,6.0,0.0,35,75,43,0,41,2,beverage,mcdonalds
Coffee & Tea,French Vanilla Iced Coffee (Small),16 fl oz cup,120,4.5,3.0,0.0,15,40,20,0,19,1,beverage,mcdonalds
Coffee & Tea,French Vanilla Iced Coffee (Medium),22 fl oz cup,170,7.0,4.5,0.0,25,55,27,0,26,1,beverage,mcdonalds
Coffee & Tea,French Vanilla Iced Coffee (Large),32 fl oz cup,240,9.0,6.0,0.0,35,80,41,0,39,2,beverage,mcdonalds
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Small),16 fl oz cup,80,4.5,3.0,0.0,15,65,9,0,1,1,beverage,mcdonalds
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),22 fl oz cup,120,7.0,4.5,0.0,25,90,12,0,2,1,beverage,mcdonalds
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Large),32 fl oz cup,160,9.0,6.0,0.0,35,135,18,0,2,2,beverage,mcdonalds
Coffee & Tea,Iced Mocha (Small),12 fl oz cup,290,11.0,7.0,0.0,35,125,41,1,34,8,beverage,mcdonalds
Coffee & Tea,Iced Mocha (Medium),16 fl oz cup,350,13.0,8.0,0.0,40,150,50,1,43,9,beverage,mcdonalds
Coffee & Tea,Iced Mocha (Large),22 fl oz cup,480,16.0,10.0,0.5,50,220,70,2,62,14,beverage,mcdonalds
Coffee & Tea,Iced Mocha with Nonfat Milk (Small),12 fl oz cup,240,5.0,3.0,0.0,20,125,41,1,35,8,beverage,mcdonalds
Coffee & Tea,Iced Mocha with Nonfat Milk (Medium),16 fl oz cup,290,5.0,3.5,0.0,20,150,50,1,43,10,beverage,mcdonalds
Coffee & Tea,Iced Mocha with Nonfat Milk (Large),22 fl oz cup,390,6.0,3.5,0.0,25,220,71,2,62,14,beverage,mcdonalds
Coffee & Tea,Iced Caramel Mocha (Small),12 fl oz cup,280,11.0,7.0,0.0,35,140,38,0,33,8,beverage,mcdonalds
Coffee & Tea,Iced Caramel Mocha (Medium),16 fl oz cup,340,13.0,7.0,0.0,40,170,46,1,41,9,beverage,mcdonalds
Coffee & Tea,Iced Caramel Mocha (Large),22 fl oz cup,460,16.0,10.0,0.5,50,250,65,1,59,13,beverage,mcdonalds
Coffee & Tea,Iced Nonfat Caramel Mocha (Small),12 fl oz cup,230,5.0,3.0,0.0,20,140,38,0,33,8,beverage,mcdonalds
Coffee & Tea,Iced Nonfat Caramel Mocha (Medium),16 fl oz cup,270,5.0,3.0,0.0,20,170,47,1,41,10,beverage,mcdonalds
Coffee & Tea,Iced Nonfat Caramel Mocha (Large),22 fl oz cup,370,6.0,3.5,0.0,25,250,65,1,59,14,beverage,mcdonalds
Coffee & Tea,Frappé Mocha (Small),12 fl oz cup,450,18.0,12.0,1.0,65,125,65,1,57,7,beverage,mcdonalds
Coffee & Tea,Frappé Mocha (Medium),16 fl oz cup,550,22.0,14.0,1.0,75,160,80,1,71,9,beverage,mcdonalds
Coffee & Tea,Frappé Mocha (Large),22 fl oz cup,670,26.0,17.0,1.0,90,190,98,1,88,11,beverage,mcdonalds
Coffee & Tea,Frappé Caramel (Small),12 fl oz cup,450,19.0,12.0,1.0,65,125,64,0,57,7,beverage,mcdonalds
Coffee & Tea,Frappé Caramel (Medium),16 fl oz cup,550,23.0,15.0,1.0,80,160,79,0,71,9,beverage,mcdonalds
Coffee & Tea,Frappé Caramel (Large),22 fl oz cup,670,27.0,17.0,1.5,95,190,96,0,88,11,beverage,mcdonalds
Coffee & Tea,Frappé Chocolate Chip (Small),12 fl oz cup,530,23.0,14.0,1.0,65,135,76,1,67,8,beverage,mcdonalds
Coffee & Tea,Frappé Chocolate Chip (Medium),16 fl oz cup,630,26.0,17.0,1.0,80,160,91,1,81,9,beverage,mcdonalds
Coffee & Tea,Frappé Chocolate Chip (Large),22 fl oz cup,760,31.0,20.0,1.5,95,200,111,1,99,12,beverage,mcdonalds
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Small),12 fl oz cup,220,0.5,0.0,0.0,5,40,50,3,44,2,beverage,mcdonalds
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Medium),16 fl oz cup,260,1.0,0.0,0.0,5,50,62,4,54,3,beverage,mcdonalds
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Large),22 fl oz cup,340,1.0,0.5,0.0,5,65,79,5,70,4,beverage,mcdonalds
Smoothies & Shakes,Strawberry Banana Smoothie (Small),12 fl oz cup,210,0.5,0.0,0.0,5,50,47,3,44,3,beverage,mcdonalds
Smoothies & Shakes,Strawberry Banana Smoothie (Medium),16 fl oz cup,250,1.0,0.0,0.0,5,60,58,3,54,4,beverage,mcdonalds
Smoothies & Shakes,Strawberry Banana Smoothie (Large),22 fl oz cup,330,1.0,0.5,0.0,5,80,74,4,70,5,beverage,mcdonalds
Smoothies & Shakes,Mango Pineapple Smoothie (Small),12 fl oz cup,210,0.5,0.0,0.0,5,40,50,1,46,2,beverage,mcdonalds
Smoothies & Shakes,Mango Pineapple Smoothie (Medium),16 fl oz cup,260,1.0,0.0,0.0,5,45,61,1,56,3,beverage,mcdonalds
Smoothies & Shakes,Mango Pineapple Smoothie (Large),22 fl oz cup,340,1.0,0.5,0.0,5,60,78,2,72,4,beverage,mcdonalds
Smoothies & Shakes,Vanilla Shake (Small),12 fl oz cup,530,15.0,10.0,1.0,60,160,86,0,63,11,beverage,mcdonalds
Smoothies & Shakes,Vanilla Shake (Medium),16 fl oz cup,660,19.0,12.0,1.0,75,200,109,0,81,14,beverage,mcdonalds
Smoothies & Shakes,Vanilla Shake (Large),22 fl oz cup,820,23.0,15.0,1.0,90,260,135,0,101,18,beverage,mcdonalds
Smoothies & Shakes,Strawberry Shake (Small),12 fl oz cup,550,16.0,10.0,1.0,60,160,90,0,79,12,beverage,mcdonalds
Smoothies & Shakes,Strawberry Shake (Medium),16 fl oz cup,690,20.0,13.0,1.0,75,210,114,0,100,15,beverage,mcdonalds
Smoothies & Shakes,Strawberry Shake (Large),22 fl oz cup,850,24.0,15.0,1.0,90,260,140,0,123,18,beverage,mcdonalds
Smoothies & Shakes,Chocolate Shake (Small),12 fl oz cup,560,16.0,10.0,1.0,60,240,91,1,77,12,beverage,mcdonalds
Smoothies & Shakes,Chocolate Shake (Medium),16 fl oz cup,700,20.0,12.0,1.0,75,300,114,2,97,15,beverage,mcdonalds
Smoothies & Shakes,Chocolate Shake (Large),22 fl oz cup,850,23.0,15.0,1.0,85,380,141,2,120,19,beverage,mcdonalds
Smoothies & Shakes,Shamrock Shake (Medium),16 fl oz cup,660,19.0,12.0,1.0,75,210,109,0,93,14,beverage,mcdonalds
Smoothies & Shakes,Shamrock Shake (Large),22 fl oz cup,820,23.0,15.0,1.0,90,260,135,0,115,18,beverage,mcdonalds
Smoothies & Shakes,McFlurry with M&M’s Candies (Small),10.9 oz (310 g),650,23.0,14.0,0.5,50,180,96,1,89,13,beverage,mcdonalds
Smoothies & Shakes,McFlurry with M&M’s Candies (Medium),16.2 oz (460 g),930,33.0,20.0,1.0,75,260,139,2,128,20,beverage,mcdonalds
Smoothies & Shakes,McFlurry with M&M’s Candies (Snack),7.3 oz (207 g),430,15.0,10.0,0.0,35,120,64,1,59,9,beverage,mcdonalds
Smoothies & Shakes,McFlurry with Oreo Cookies (Small),10.1 oz (285 g),510,17.0,9.0,0.5,45,280,80,1,64,12,beverage,mcdonalds
Smoothies & Shakes,McFlurry with Oreo Cookies (Medium),13.4 oz (381 g),690,23.0,12.0,1.0,55,380,106,1,85,15,beverage,mcdonalds
Smoothies & Shakes,McFlurry with Oreo Cookies (Snack),6.7 oz (190 g),340,11.0,6.0,0.0,30,190,53,1,43,8,beverage,mcdonalds
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Medium),14.2 oz (403 g),810,32.0,15.0,1.0,60,400,114,2,103,21,beverage,mcdonalds
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Snack),7.1 oz (202 g),410,16.0,8.0,0.0,30,200,57,1,51,10,beverage,mcdonalds
sauce,home made sauce,30,41,3.4,0.3,NaN,NaN,0.5,2.3,0.2,1.5,0.4,sauce,mcdonalds
sauce,balsamico,30,22,0.8,0.1,NaN,NaN,0.6,3.2,0.1,3.2,0.0,sauce,mcdonalds
sauce,caesar,50,152,14,1.4,NaN,NaN,0.9,4,0.2,3,1.2,sauce,mcdonalds
Sandwich,BBQ Rib,208,580,31,10,0,60,1260,54,3,18,21,sandwich,subway
Sandwich,Black Forest Ham,219,260,4,1,0,30,750,42,5,7,19,sandwich,subway
Sandwich,Chicken & Bacon Ranch Melt,284,540,26,10,"0,5",100,1100,41,3,5,36,sandwich,subway
Sandwich,Chicken Mango Curry,234,330,7,"1,5",0,50,840,43,3,8,24,sandwich,subway
Sandwich,Chicken Tikka,205,290,5,1,0,50,720,39,2,5,23,sandwich,subway
Sandwich,Chicken Vindaloo,234,340,9,1,0,50,880,42,3,6,24,sandwich,subway
Sandwich,Classic Tuna,223,450,25,"4,5",0,40,610,38,2,5,19,sandwich,subway
Sandwich,Cold Cut Combo,213,330,12,"3,5",0,45,1060,40,2,5,16,sandwich,subway
Sandwich,Genoa Salami,208,430,23,8,0,60,1180,40,2,5,18,sandwich,subway
Sandwich,Italian B.M.T.®,213,380,17,6,0,50,1100,40,2,5,19,sandwich,subway
Sandwich,Meatball Marinara,205,430,18,7,0,40,1040,48,4,8,20,sandwich,subway
Sandwich,New Ham & Jack Slider,62,150,"4,5",2,0,20,470,18,1,1,8,sandwich,subway
Sandwich,New Italian Spice Slider,64,230,14,5,0,30,690,18,1,1,8,sandwich,subway
Sandwich,New Little Cheesesteak Slider,64,180,7,2,0,15,430,19,1,2,7,sandwich,subway
Sandwich,New Little Turkey Slider,71,200,10,"2,5",0,25,450,17,1,1,8,sandwich,subway
Sandwich,New Southwest Chicken Club,293,580,29,9,0,95,1230,43,4,6,34,sandwich,subway
Sandwich,New Steak Club,225,490,26,7,0,65,1290,40,2,6,26,sandwich,subway
Sandwich,NEW Ultimate Steak,216,600,35,14,1,80,1330,42,3,5,31,sandwich,subway
Sandwich,Oven Roasted Chicken ,233,270,"3,5","0,5",0,45,560,40,5,6,23,sandwich,subway
Sandwich,Paneer Tikka,262,570,30,16,"0,5",70,720,48,3,7,29,sandwich,subway
Sandwich,Roast Beef,233,290,"4,5","1,5",0,45,660,40,5,6,25,sandwich,subway
Sandwich,Rotisserie-Style Chicken,248,310,6,"2,5",0,55,560,40,5,6,29,sandwich,subway
Sandwich,Spicy Italian,208,450,24,9,0,60,1240,40,3,5,18,sandwich,subway
Sandwich,Steak & Cheese,161,340,10,"4,5",0,50,1050,39,2,5,23,sandwich,subway
Sandwich,Subway Club®,240,290,4,1,0,40,780,41,5,6,24,sandwich,subway
Sandwich,Sweet Onion Chicken Teriyaki,266,330,4,1,0,50,750,52,5,14,25,sandwich,subway
Sandwich,Turkey & Bacon Guacamole,511,800,30,7,0,85,2070,85,8,12,45,sandwich,subway
Sandwich,Turkey Breast,219,250,3,"0,5",0,25,650,40,5,6,18,sandwich,subway
Sandwich,Ultimate Meatball Marinara,271,730,46,19,1,80,1530,52,6,9,30,sandwich,subway
Sandwich,Ultimate Spicy Italian,190,730,52,21,1,105,1720,40,3,3,28,sandwich,subway
Sandwich,Veggie Delite®,163,200,2,0,0,0,280,39,5,5,9,sandwich,subway
Salad,Steak Club Salad,610,480,26,11,"0,5",115,1970,23,6,12,42,salad,subway
Breakfast,"Bacon, Egg & Cheese",198,450,20,7,0,190,1190,45,4,4,25,breakfast,subway
Breakfast,"Black Forest Ham, Egg & Cheese",212,410,16,5,0,185,1180,45,4,4,24,breakfast,subway
Breakfast,Egg & Cheese,183,380,15,"4,5",0,170,940,44,4,3,19,breakfast,subway
Breakfast,"Steak, Egg & Cheese",226,450,18,6,0,195,1260,46,4,4,28,breakfast,subway
Extras,Bacon,15,70,6,2,0,15,250,1,0,1,5,dessert,subway
Extras,Caramel Apple Cookie,51,210,6,3,0,10,65,37,0,26,2,dessert,subway
Extras,Chocolate Chip Cookie,45,210,10,5,0,10,120,29,1,18,2,dessert,subway
Extras,Chocolate Chip with M&M’s ,45,210,10,5,0,15,100,30,1,18,2,dessert,subway
Extras,Chocolate Chunk Cookie,45,210,10,5,0,10,100,30,1,17,2,dessert,subway
Extras,Dark Chocolate Cherry Cookie,47,200,8,4,0,0,100,33,1,24,2,dessert,subway
Extras,Double Chocolate,45,210,9,5,0,15,130,30,1,20,2,dessert,subway
Extras,Oatmeal Raisin Cookie,90,400,16,7,0,30,260,60,2,32,6,dessert,subway
Extras,Pepperoni,18,80,7,"2,5",0,20,300,1,0,0,3,dessert,subway
Extras,Raspberry Cheesecake Cookie,45,200,9,"4,5",0,15,120,29,0,16,2,dessert,subway
Extras,Raspberry Lemonade Cookie,47,230,11,6,0,10,100,31,0,20,2,dessert,subway
Extras,Sugar Cookie,90,460,24,12,0,30,260,56,2,28,4,dessert,subway
Extras,White Chip Macadamia Nut Cookie,45,220,11,5,0,15,130,28,1,17,2,dessert,subway
Wraps,Black Forest Ham,307,450,12,5,0,55,1680,58,4,5,29,wrap,subway
Wraps,Chicken & Bacon Ranch Melt,773,1590,78,30,"1,5",335,3930,112,7,7,118,wrap,subway
Wraps,Chipotle Southwest Steak & Cheese,381,740,35,12,1,95,2170,63,6,7,41,wrap,subway
Wraps,Cold Cut Combo,314,560,27,10,"0,5",90,2230,57,3,4,27,wrap,subway
Wraps,Cripsy Cauliflower Ranch Signature Wrap,375,820,35,8,0,5,2440,114,7,4,15,wrap,subway
Wraps,Italian B.M.T. ®,314,680,37,14,0,105,2310,58,4,4,32,wrap,subway
Wraps,Meatball Marinara,381,790,39,16,0,75,2160,77,8,12,34,wrap,subway
Wraps,NEW Cauliflower Fritter Curry Signature Wrap,361,790,31,7,0,5,2540,114,7,5,15,wrap,subway
Wraps,Oven Roasted Chicken,336,460,11,4,0,85,1350,54,3,5,38,wrap,subway
Wraps,Roast Beef,335,490,13,5,0,90,1560,54,4,5,42,wrap,subway
Wraps,Rotisserie-Style Chicken,364,550,16,7,0,115,1350,53,3,4,49,wrap,subway
Wraps,Savory Rotisserie-Style Chicken Caesar,358,680,30,12,0,135,1600,52,3,3,53,wrap,subway
Wraps,Spicy Italian,312,820,52,20,1,125,2580,57,4,3,31,wrap,subway
Wraps,Subway Club®,349,490,12,5,0,85,1790,55,4,5,40,wrap,subway
Wraps,Sweet Onion Chicken Teriyaki,382,540,12,"4,5",0,100,1620,70,4,13,42,wrap,subway
Wraps,Tuna,335,820,54,11,"0,5",75,1330,53,3,3,33,wrap,subway
Wraps,Turkey Breast,307,430,10,4,0,50,1550,54,3,4,28,wrap,subway
Wraps,"Turkey, Bacon & Guacamole",372,760,39,12,0,100,2350,59,5,5,42,wrap,subway
Wraps,Veggie Delite®,285,330,8,"3,5",0,0,800,56,4,5,10,wrap,subway
bread,Roasted Garlic,75,210,"2,5",0,0,0,1230,41,2,4,7,bread,subway
bread,9-Grain Honey Oat,75,190,2,0,0,0,270,39,4,5,8,bread,subway
bread,9-Grain Wheat,71,180,2,0,0,0,270,36,4,3,8,bread,subway
bread,Artisan Flatbread,87,220,4,"0,5",0,0,330,41,4,3,8,bread,subway
bread,Hearty Italian**,75,210,"2,5","0,5",0,0,340,40,2,3,7,bread,subway
bread,Italian,65,180,2,0,0,0,310,34,1,3,6,bread,subway
bread,Italian Herbs & Cheese,76,220,"4,5",2,0,10,500,37,2,3,9,bread,subway
bread,Jalapeño Cheese,79,220,5,2,0,10,660,37,2,3,9,bread,subway
bread,Mini 9-Grain Wheat,47,120,1,0,0,0,180,24,3,2,5,bread,subway
bread,Mini Italian,47,130,"1,5",0,0,0,230,25,1,2,5,bread,subway
bread,Monterey Cheddar**,75,220,5,"2,5",0,10,370,34,1,3,9,bread,subway
bread,Parmesan Oregano**,68,190,"2,5",0,0,0,460,37,2,3,7,bread,subway
bread,Rosemary & Sea Salt,75,220,3,"0,5",0,0,490,40,2,3,7,bread,subway
bread,Spinach Wrap,102,290,8,"3,5",0,0,780,48,2,1,8,bread,subway
bread,Tomato Basil Wrap,102,290,8,"3,5",0,0,730,49,2,1,8,bread,subway
bread_toppings,American - cheese,11,40,"3,5",2,0,10,200,1,0,0,2,extra,subway
bread_toppings,Cheddar - cheese,14,60,"4,5","2,5",0,15,90,0,0,0,4,extra,subway
bread_toppings,Monterey Cheddar - cheese,14,50,"4,5",3,0,15,90,0,0,0,3,extra,subway
bread_toppings,Pepperjack - cheese,11,50,4,"2,5",0,15,140,0,0,0,2,extra,subway
bread_toppings,Provolone - cheese,14,50,4,2,0,10,125,0,0,0,4,extra,subway
bread_toppings,Shredded Mozzarella - cheese,14,40,3,2,0,10,100,0,0,0,3,extra,subway
bread_toppings,Swiss - cheese,14,50,"4,5","2,5",0,15,30,0,0,0,4,extra,subway
bread_toppings,Pepperoni,18,80,7,"2,5",0,20,290,1,0,0,3,extra,subway
Sauces,Chipotle Southwest,14,80,7,1,0,5,110,1,0,1,0,sauce,subway
Sauces,Honey Mustard**,14,20,0,0,0,0,80,4,0,4,0,sauce,subway
Sauces,Light Mayonnaise,15,50,5,1,0,5,100,1,0,0,0,sauce,subway
Sauces,Oil,5,45,5,1,0,0,0,0,0,0,0,sauce,subway
Sauces,Ranch,14,70,8,"1,5",0,5,140,1,0,0,0,sauce,subway
Sauces,Red Wine Vinegar,4,0,0,0,0,0,0,0,0,0,0,sauce,subway
Sauces,Regular Mayonnaise,14,100,11,2,0,10,65,0,0,0,0,sauce,subway
Sauces,Savory Caesar**,14,80,9,"1,5",0,5,130,0,0,0,0,sauce,subway
Sauces,Spicy Brown Mustard,14,15,1,0,0,0,260,1,0,0,0,sauce,subway
