chain,category_clean,item_name,serve_size_new,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,category,serving_size_g
McDondalds,beverage,Nonfat Caramel Latte (Medium),16,fl oz,250,0.0,0.0,0.0,5,135,51,1,48,12,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Nonfat Caramel Latte (Large),20,fl oz,310,0.5,0.0,0.0,10,180,63,1,59,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Nonfat Hazelnut Latte (Small),12,fl oz,200,0.0,0.0,0.0,5,110,40,1,38,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Nonfat Hazelnut Latte (Medium),16,fl oz,250,0.0,0.0,0.0,5,135,51,1,48,12,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Nonfat Hazelnut Latte (Large),20,fl oz,310,0.5,0.0,0.0,10,180,63,1,59,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Nonfat French Vanilla Latte (Small),12,fl oz,190,0.0,0.0,0.0,5,115,39,1,37,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Nonfat French Vanilla Latte (Medium),16,fl oz,240,0.0,0.0,0.0,5,140,49,1,46,12,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Nonfat French Vanilla Latte (Large),20,fl oz,300,0.5,0.0,0.0,10,180,60,1,56,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12,fl oz,140,0.0,0.0,0.0,5,150,24,1,13,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16,fl oz,170,0.0,0.0,0.0,5,180,30,1,16,12,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20,fl oz,220,0.5,0.0,0.0,10,240,38,2,21,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Mocha (Small),12,fl oz,340,11.0,7.0,0.0,35,150,49,2,42,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Mocha (Medium),16,fl oz,410,14.0,8.0,0.0,40,190,60,2,53,13,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Mocha (Large),20,fl oz,500,17.0,10.0,0.5,50,240,72,2,63,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Mocha with Nonfat Milk (Small),12,fl oz,270,3.5,2.0,0.0,15,150,49,2,43,11,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Mocha with Nonfat Milk (Medium),16,fl oz,330,3.5,2.0,0.0,15,190,60,2,53,13,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Mocha with Nonfat Milk (Large),20,fl oz,390,4.0,2.5,0.0,20,240,73,2,64,17,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Caramel Mocha (Small),12,fl oz,320,11.0,7.0,0.0,35,170,45,1,40,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Caramel Mocha (Medium),16,fl oz,390,14.0,8.0,0.5,40,220,55,1,50,12,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Caramel Mocha (Large),20,fl oz,480,17.0,10.0,0.5,50,270,66,1,60,16,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Nonfat Caramel Mocha (Small),12,fl oz,250,3.5,2.0,0.0,15,170,45,1,41,10,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Nonfat Caramel Mocha (Medium),16,fl oz,310,3.5,2.0,0.0,15,210,56,1,51,13,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Nonfat Caramel Mocha (Large),20,fl oz,370,3.5,2.5,0.0,20,270,67,1,61,17,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Hot Chocolate (Small),12,fl oz,360,13.0,8.0,0.0,40,180,50,1,45,11,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Hot Chocolate (Medium),16,fl oz,440,16.0,9.0,0.5,50,220,61,1,56,14,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Hot Chocolate (Large),20,fl oz,540,20.0,12.0,0.5,60,280,73,1,68,17,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Hot Chocolate with Nonfat Milk (Small),12,fl oz,280,3.5,2.0,0.0,15,180,50,1,46,12,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Hot Chocolate with Nonfat Milk (Medium),16,fl oz,340,3.5,2.0,0.0,15,220,61,1,57,14,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Hot Chocolate with Nonfat Milk (Large),20,fl oz,400,3.5,2.5,0.0,20,280,74,1,69,19,Coffee & Tea,20 fl oz cup
McDondalds,beverage,Regular Iced Coffee (Small),16,fl oz,140,4.5,3.0,0.0,15,35,23,0,22,1,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Regular Iced Coffee (Medium),22,fl oz,190,7.0,4.5,0.0,25,50,31,0,30,1,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Regular Iced Coffee (Large),32,fl oz,270,9.0,6.0,0.0,35,75,47,0,45,2,Coffee & Tea,32 fl oz cup
McDondalds,beverage,Caramel Iced Coffee (Small),16,fl oz,130,4.5,3.0,0.0,15,35,22,0,21,1,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Caramel Iced Coffee (Medium),22,fl oz,180,7.0,4.5,0.0,25,50,29,0,28,1,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Caramel Iced Coffee (Large),32,fl oz,260,9.0,6.0,0.0,35,65,43,0,42,2,Coffee & Tea,32 fl oz cup
McDondalds,beverage,Hazelnut Iced Coffee (Small),16,fl oz,130,4.5,3.0,0.0,15,35,21,0,20,1,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Hazelnut Iced Coffee (Medium),22,fl oz,180,7.0,4.5,0.0,25,50,29,0,28,1,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Hazelnut Iced Coffee (Large),32,fl oz,250,9.0,6.0,0.0,35,75,43,0,41,2,Coffee & Tea,32 fl oz cup
McDondalds,beverage,French Vanilla Iced Coffee (Small),16,fl oz,120,4.5,3.0,0.0,15,40,20,0,19,1,Coffee & Tea,16 fl oz cup
McDondalds,beverage,French Vanilla Iced Coffee (Medium),22,fl oz,170,7.0,4.5,0.0,25,55,27,0,26,1,Coffee & Tea,22 fl oz cup
McDondalds,beverage,French Vanilla Iced Coffee (Large),32,fl oz,240,9.0,6.0,0.0,35,80,41,0,39,2,Coffee & Tea,32 fl oz cup
McDondalds,beverage,Iced Coffee with Sugar Free French Vanilla Syrup (Small),16,fl oz,80,4.5,3.0,0.0,15,65,9,0,1,1,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),22,fl oz,120,7.0,4.5,0.0,25,90,12,0,2,1,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Iced Coffee with Sugar Free French Vanilla Syrup (Large),32,fl oz,160,9.0,6.0,0.0,35,135,18,0,2,2,Coffee & Tea,32 fl oz cup
McDondalds,beverage,Iced Mocha (Small),12,fl oz,290,11.0,7.0,0.0,35,125,41,1,34,8,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Iced Mocha (Medium),16,fl oz,350,13.0,8.0,0.0,40,150,50,1,43,9,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Iced Mocha (Large),22,fl oz,480,16.0,10.0,0.5,50,220,70,2,62,14,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Iced Mocha with Nonfat Milk (Small),12,fl oz,240,5.0,3.0,0.0,20,125,41,1,35,8,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Iced Mocha with Nonfat Milk (Medium),16,fl oz,290,5.0,3.5,0.0,20,150,50,1,43,10,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Iced Mocha with Nonfat Milk (Large),22,fl oz,390,6.0,3.5,0.0,25,220,71,2,62,14,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Iced Caramel Mocha (Small),12,fl oz,280,11.0,7.0,0.0,35,140,38,0,33,8,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Iced Caramel Mocha (Medium),16,fl oz,340,13.0,7.0,0.0,40,170,46,1,41,9,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Iced Caramel Mocha (Large),22,fl oz,460,16.0,10.0,0.5,50,250,65,1,59,13,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Iced Nonfat Caramel Mocha (Small),12,fl oz,230,5.0,3.0,0.0,20,140,38,0,33,8,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Iced Nonfat Caramel Mocha (Medium),16,fl oz,270,5.0,3.0,0.0,20,170,47,1,41,10,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Iced Nonfat Caramel Mocha (Large),22,fl oz,370,6.0,3.5,0.0,25,250,65,1,59,14,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Frappé Mocha (Small),12,fl oz,450,18.0,12.0,1.0,65,125,65,1,57,7,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Frappé Mocha (Medium),16,fl oz,550,22.0,14.0,1.0,75,160,80,1,71,9,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Frappé Mocha (Large),22,fl oz,670,26.0,17.0,1.0,90,190,98,1,88,11,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Frappé Caramel (Small),12,fl oz,450,19.0,12.0,1.0,65,125,64,0,57,7,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Frappé Caramel (Medium),16,fl oz,550,23.0,15.0,1.0,80,160,79,0,71,9,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Frappé Caramel (Large),22,fl oz,670,27.0,17.0,1.5,95,190,96,0,88,11,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Frappé Chocolate Chip (Small),12,fl oz,530,23.0,14.0,1.0,65,135,76,1,67,8,Coffee & Tea,12 fl oz cup
McDondalds,beverage,Frappé Chocolate Chip (Medium),16,fl oz,630,26.0,17.0,1.0,80,160,91,1,81,9,Coffee & Tea,16 fl oz cup
McDondalds,beverage,Frappé Chocolate Chip (Large),22,fl oz,760,31.0,20.0,1.5,95,200,111,1,99,12,Coffee & Tea,22 fl oz cup
McDondalds,beverage,Blueberry Pomegranate Smoothie (Small),12,fl oz,220,0.5,0.0,0.0,5,40,50,3,44,2,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Blueberry Pomegranate Smoothie (Medium),16,fl oz,260,1.0,0.0,0.0,5,50,62,4,54,3,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Blueberry Pomegranate Smoothie (Large),22,fl oz,340,1.0,0.5,0.0,5,65,79,5,70,4,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Strawberry Banana Smoothie (Small),12,fl oz,210,0.5,0.0,0.0,5,50,47,3,44,3,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Strawberry Banana Smoothie (Medium),16,fl oz,250,1.0,0.0,0.0,5,60,58,3,54,4,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Strawberry Banana Smoothie (Large),22,fl oz,330,1.0,0.5,0.0,5,80,74,4,70,5,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Mango Pineapple Smoothie (Small),12,fl oz,210,0.5,0.0,0.0,5,40,50,1,46,2,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Mango Pineapple Smoothie (Medium),16,fl oz,260,1.0,0.0,0.0,5,45,61,1,56,3,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Mango Pineapple Smoothie (Large),22,fl oz,340,1.0,0.5,0.0,5,60,78,2,72,4,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Vanilla Shake (Small),12,fl oz,530,15.0,10.0,1.0,60,160,86,0,63,11,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Vanilla Shake (Medium),16,fl oz,660,19.0,12.0,1.0,75,200,109,0,81,14,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Vanilla Shake (Large),22,fl oz,820,23.0,15.0,1.0,90,260,135,0,101,18,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Strawberry Shake (Small),12,fl oz,550,16.0,10.0,1.0,60,160,90,0,79,12,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Strawberry Shake (Medium),16,fl oz,690,20.0,13.0,1.0,75,210,114,0,100,15,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Strawberry Shake (Large),22,fl oz,850,24.0,15.0,1.0,90,260,140,0,123,18,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Chocolate Shake (Small),12,fl oz,560,16.0,10.0,1.0,60,240,91,1,77,12,Smoothies & Shakes,12 fl oz cup
McDondalds,beverage,Chocolate Shake (Medium),16,fl oz,700,20.0,12.0,1.0,75,300,114,2,97,15,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Chocolate Shake (Large),22,fl oz,850,23.0,15.0,1.0,85,380,141,2,120,19,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,Shamrock Shake (Medium),16,fl oz,660,19.0,12.0,1.0,75,210,109,0,93,14,Smoothies & Shakes,16 fl oz cup
McDondalds,beverage,Shamrock Shake (Large),22,fl oz,820,23.0,15.0,1.0,90,260,135,0,115,18,Smoothies & Shakes,22 fl oz cup
McDondalds,beverage,McFlurry with M&M’s Candies (Small),310,g,650,23.0,14.0,0.5,50,180,96,1,89,13,Smoothies & Shakes,10.9 oz (310 g)
McDondalds,beverage,McFlurry with M&M’s Candies (Medium),460,g,930,33.0,20.0,1.0,75,260,139,2,128,20,Smoothies & Shakes,16.2 oz (460 g)
McDondalds,beverage,McFlurry with M&M’s Candies (Snack),207,g,430,15.0,10.0,0.0,35,120,64,1,59,9,Smoothies & Shakes,7.3 oz (207 g)
McDondalds,beverage,McFlurry with Oreo Cookies (Small),285,g,510,17.0,9.0,0.5,45,280,80,1,64,12,Smoothies & Shakes,10.1 oz (285 g)
McDondalds,beverage,McFlurry with Oreo Cookies (Medium),381,g,690,23.0,12.0,1.0,55,380,106,1,85,15,Smoothies & Shakes,13.4 oz (381 g)
McDondalds,beverage,McFlurry with Oreo Cookies (Snack),190,g,340,11.0,6.0,0.0,30,190,53,1,43,8,Smoothies & Shakes,6.7 oz (190 g)
McDondalds,beverage,McFlurry with Reese's Peanut Butter Cups (Medium),403,g,810,32.0,15.0,1.0,60,400,114,2,103,21,Smoothies & Shakes,14.2 oz (403 g)
McDondalds,beverage,McFlurry with Reese's Peanut Butter Cups (Snack),202,g,410,16.0,8.0,0.0,30,200,57,1,51,10,Smoothies & Shakes,7.1 oz (202 g)
McDondalds,sauce,home made sauce,30,g,41,3.4,0.3,NaN,NaN,0.5,2.3,0.2,1.5,0.4,sauce,30
McDondalds,sauce,balsamico,30,g,22,0.8,0.1,NaN,NaN,0.6,3.2,0.1,3.2,0.0,sauce,30
McDondalds,sauce,caesar,50,g,152,14,1.4,NaN,NaN,0.9,4,0.2,3,1.2,sauce,50
subway,sandwich,BBQ Rib,208,g,580,31,10,0,60,1260,54,3,18,21,Sandwich,208
subway,sandwich,Black Forest Ham,219,g,260,4,1,0,30,750,42,5,7,19,Sandwich,219
subway,sandwich,Chicken & Bacon Ranch Melt,284,g,540,26,10,"0,5",100,1100,41,3,5,36,Sandwich,284
subway,sandwich,Chicken Mango Curry,234,g,330,7,"1,5",0,50,840,43,3,8,24,Sandwich,234
subway,sandwich,Chicken Tikka,205,g,290,5,1,0,50,720,39,2,5,23,Sandwich,205
subway,sandwich,Chicken Vindaloo,234,g,340,9,1,0,50,880,42,3,6,24,Sandwich,234
subway,sandwich,Classic Tuna,223,g,450,25,"4,5",0,40,610,38,2,5,19,Sandwich,223
subway,sandwich,Cold Cut Combo,213,g,330,12,"3,5",0,45,1060,40,2,5,16,Sandwich,213
subway,sandwich,Genoa Salami,208,g,430,23,8,0,60,1180,40,2,5,18,Sandwich,208
subway,sandwich,Italian B.M.T.®,213,g,380,17,6,0,50,1100,40,2,5,19,Sandwich,213
subway,sandwich,Meatball Marinara,205,g,430,18,7,0,40,1040,48,4,8,20,Sandwich,205
subway,sandwich,New Ham & Jack Slider,62,g,150,"4,5",2,0,20,470,18,1,1,8,Sandwich,62
subway,sandwich,New Italian Spice Slider,64,g,230,14,5,0,30,690,18,1,1,8,Sandwich,64
subway,sandwich,New Little Cheesesteak Slider,64,g,180,7,2,0,15,430,19,1,2,7,Sandwich,64
subway,sandwich,New Little Turkey Slider,71,g,200,10,"2,5",0,25,450,17,1,1,8,Sandwich,71
subway,sandwich,New Southwest Chicken Club,293,g,580,29,9,0,95,1230,43,4,6,34,Sandwich,293
subway,sandwich,New Steak Club,225,g,490,26,7,0,65,1290,40,2,6,26,Sandwich,225
subway,sandwich,NEW Ultimate Steak,216,g,600,35,14,1,80,1330,42,3,5,31,Sandwich,216
subway,sandwich,Oven Roasted Chicken ,233,g,270,"3,5","0,5",0,45,560,40,5,6,23,Sandwich,233
subway,sandwich,Paneer Tikka,262,g,570,30,16,"0,5",70,720,48,3,7,29,Sandwich,262
subway,sandwich,Roast Beef,233,g,290,"4,5","1,5",0,45,660,40,5,6,25,Sandwich,233
subway,sandwich,Rotisserie-Style Chicken,248,g,310,6,"2,5",0,55,560,40,5,6,29,Sandwich,248
subway,sandwich,Spicy Italian,208,g,450,24,9,0,60,1240,40,3,5,18,Sandwich,208
subway,sandwich,Steak & Cheese,161,g,340,10,"4,5",0,50,1050,39,2,5,23,Sandwich,161
subway,sandwich,Subway Club®,240,g,290,4,1,0,40,780,41,5,6,24,Sandwich,240
subway,sandwich,Sweet Onion Chicken Teriyaki,266,g,330,4,1,0,50,750,52,5,14,25,Sandwich,266
subway,sandwich,Turkey & Bacon Guacamole,511,g,800,30,7,0,85,2070,85,8,12,45,Sandwich,511
subway,sandwich,Turkey Breast,219,g,250,3,"0,5",0,25,650,40,5,6,18,Sandwich,219
subway,sandwich,Ultimate Meatball Marinara,271,g,730,46,19,1,80,1530,52,6,9,30,Sandwich,271
subway,sandwich,Ultimate Spicy Italian,190,g,730,52,21,1,105,1720,40,3,3,28,Sandwich,190
subway,sandwich,Veggie Delite®,163,g,200,2,0,0,0,280,39,5,5,9,Sandwich,163
subway,salad,Steak Club Salad,610,g,480,26,11,"0,5",115,1970,23,6,12,42,Salad,610
subway,breakfast,"Bacon, Egg & Cheese",198,g,450,20,7,0,190,1190,45,4,4,25,Breakfast,198
subway,breakfast,"Black Forest Ham, Egg & Cheese",212,g,410,16,5,0,185,1180,45,4,4,24,Breakfast,212
subway,breakfast,Egg & Cheese,183,g,380,15,"4,5",0,170,940,44,4,3,19,Breakfast,183
subway,breakfast,"Steak, Egg & Cheese",226,g,450,18,6,0,195,1260,46,4,4,28,Breakfast,226
subway,dessert,Bacon,15,g,70,6,2,0,15,250,1,0,1,5,Extras,15
subway,dessert,Caramel Apple Cookie,51,g,210,6,3,0,10,65,37,0,26,2,Extras,51
subway,dessert,Chocolate Chip Cookie,45,g,210,10,5,0,10,120,29,1,18,2,Extras,45
subway,dessert,Chocolate Chip with M&M’s ,45,g,210,10,5,0,15,100,30,1,18,2,Extras,45
subway,dessert,Chocolate Chunk Cookie,45,g,210,10,5,0,10,100,30,1,17,2,Extras,45
subway,dessert,Dark Chocolate Cherry Cookie,47,g,200,8,4,0,0,100,33,1,24,2,Extras,47
subway,dessert,Double Chocolate,45,g,210,9,5,0,15,130,30,1,20,2,Extras,45
subway,dessert,Oatmeal Raisin Cookie,90,g,400,16,7,0,30,260,60,2,32,6,Extras,90
subway,dessert,Pepperoni,18,g,80,7,"2,5",0,20,300,1,0,0,3,Extras,18
subway,dessert,Raspberry Cheesecake Cookie,45,g,200,9,"4,5",0,15,120,29,0,16,2,Extras,45
subway,dessert,Raspberry Lemonade Cookie,47,g,230,11,6,0,10,100,31,0,20,2,Extras,47
subway,dessert,Sugar Cookie,90,g,460,24,12,0,30,260,56,2,28,4,Extras,90
subway,dessert,White Chip Macadamia Nut Cookie,45,g,220,11,5,0,15,130,28,1,17,2,Extras,45
subway,wrap,Black Forest Ham,307,g,450,12,5,0,55,1680,58,4,5,29,Wraps,307
subway,wrap,Chicken & Bacon Ranch Melt,773,g,1590,78,30,"1,5",335,3930,112,7,7,118,Wraps,773
subway,wrap,Chipotle Southwest Steak & Cheese,381,g,740,35,12,1,95,2170,63,6,7,41,Wraps,381
subway,wrap,Cold Cut Combo,314,g,560,27,10,"0,5",90,2230,57,3,4,27,Wraps,314
subway,wrap,Cripsy Cauliflower Ranch Signature Wrap,375,g,820,35,8,0,5,2440,114,7,4,15,Wraps,375
subway,wrap,Italian B.M.T. ®,314,g,680,37,14,0,105,2310,58,4,4,32,Wraps,314
subway,wrap,Meatball Marinara,381,g,790,39,16,0,75,2160,77,8,12,34,Wraps,381
subway,wrap,NEW Cauliflower Fritter Curry Signature Wrap,361,g,790,31,7,0,5,2540,114,7,5,15,Wraps,361
subway,wrap,Oven Roasted Chicken,336,g,460,11,4,0,85,1350,54,3,5,38,Wraps,336
subway,wrap,Roast Beef,335,g,490,13,5,0,90,1560,54,4,5,42,Wraps,335
subway,wrap,Rotisserie-Style Chicken,364,g,550,16,7,0,115,1350,53,3,4,49,Wraps,364
subway,wrap,Savory Rotisserie-Style Chicken Caesar,358,g,680,30,12,0,135,1600,52,3,3,53,Wraps,358
subway,wrap,Spicy Italian,312,g,820,52,20,1,125,2580,57,4,3,31,Wraps,312
subway,wrap,Subway Club®,349,g,490,12,5,0,85,1790,55,4,5,40,Wraps,349
subway,wrap,Sweet Onion Chicken Teriyaki,382,g,540,12,"4,5",0,100,1620,70,4,13,42,Wraps,382
subway,wrap,Tuna,335,g,820,54,11,"0,5",75,1330,53,3,3,33,Wraps,335
subway,wrap,Turkey Breast,307,g,430,10,4,0,50,1550,54,3,4,28,Wraps,307
subway,wrap,"Turkey, Bacon & Guacamole",372,g,760,39,12,0,100,2350,59,5,5,42,Wraps,372
subway,wrap,Veggie Delite®,285,g,330,8,"3,5",0,0,800,56,4,5,10,Wraps,285
subway,bread,Roasted Garlic,75,g,210,"2,5",0,0,0,1230,41,2,4,7,bread,75
subway,bread,9-Grain Honey Oat,75,g,190,2,0,0,0,270,39,4,5,8,bread,75
subway,bread,9-Grain Wheat,71,g,180,2,0,0,0,270,36,4,3,8,bread,71
subway,bread,Artisan Flatbread,87,g,220,4,"0,5",0,0,330,41,4,3,8,bread,87
subway,bread,Hearty Italian**,75,g,210,"2,5","0,5",0,0,340,40,2,3,7,bread,75
subway,bread,Italian,65,g,180,2,0,0,0,310,34,1,3,6,bread,65
subway,bread,Italian Herbs & Cheese,76,g,220,"4,5",2,0,10,500,37,2,3,9,bread,76
subway,bread,Jalapeño Cheese,79,g,220,5,2,0,10,660,37,2,3,9,bread,79
subway,bread,Mini 9-Grain Wheat,47,g,120,1,0,0,0,180,24,3,2,5,bread,47
subway,bread,Mini Italian,47,g,130,"1,5",0,0,0,230,25,1,2,5,bread,47
subway,bread,Monterey Cheddar**,75,g,220,5,"2,5",0,10,370,34,1,3,9,bread,75
subway,bread,Parmesan Oregano**,68,g,190,"2,5",0,0,0,460,37,2,3,7,bread,68
subway,bread,Rosemary & Sea Salt,75,g,220,3,"0,5",0,0,490,40,2,3,7,bread,75
subway,bread,Spinach Wrap,102,g,290,8,"3,5",0,0,780,48,2,1,8,bread,102
subway,bread,Tomato Basil Wrap,102,g,290,8,"3,5",0,0,730,49,2,1,8,bread,102
subway,extra,American - cheese,11,g,40,"3,5",2,0,10,200,1,0,0,2,bread_toppings,11
subway,extra,Cheddar - cheese,14,g,60,"4,5","2,5",0,15,90,0,0,0,4,bread_toppings,14
subway,extra,Monterey Cheddar - cheese,14,g,50,"4,5",3,0,15,90,0,0,0,3,bread_toppings,14
subway,extra,Pepperjack - cheese,11,g,50,4,"2,5",0,15,140,0,0,0,2,bread_toppings,11
subway,extra,Provolone - cheese,14,g,50,4,2,0,10,125,0,0,0,4,bread_toppings,14
subway,extra,Shredded Mozzarella - cheese,14,g,40,3,2,0,10,100,0,0,0,3,bread_toppings,14
subway,extra,Swiss - cheese,14,g,50,"4,5","2,5",0,15,30,0,0,0,4,bread_toppings,14
subway,extra,Pepperoni,18,g,80,7,"2,5",0,20,290,1,0,0,3,bread_toppings,18
subway,sauce,Chipotle Southwest,14,g,80,7,1,0,5,110,1,0,1,0,Sauces,14
subway,sauce,Honey Mustard**,14,g,20,0,0,0,0,80,4,0,4,0,Sauces,14
subway,sauce,Light Mayonnaise,15,g,50,5,1,0,5,100,1,0,0,0,Sauces,15
subway,sauce,Oil,5,g,45,5,1,0,0,0,0,0,0,0,Sauces,5
subway,sauce,Ranch,14,g,70,8,"1,5",0,5,140,1,0,0,0,Sauces,14
subway,sauce,Red Wine Vinegar,4,g,0,0,0,0,0,0,0,0,0,0,Sauces,4
subway,sauce,Regular Mayonnaise,14,g,100,11,2,0,10,65,0,0,0,0,Sauces,14
subway,sauce,Savory Caesar**,14,g,80,9,"1,5",0,5,130,0,0,0,0,Sauces,14
