chain,category_clean,item_name,serve_size_new,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,category,serving_size_g
subway,sauce,Spicy Brown Mustard,14,g,15,1,0,0,0,260,1,0,0,0,Sauces,14
subway,sauce,Subway® Vinaigrette,14,g,35,"3,5","0,5",0,0,110,1,0,1,0,Sauces,14
subway,sauce,Sweet Onion Sauce,18,g,30,0,0,0,0,75,8,0,7,0,Sauces,18
subway,sauce,Yellow Mustard,14,g,10,"0,5",0,0,0,170,1,0,0,0,Sauces,14
subway,extra,Banana Peppers,4,g,0,0,0,0,0,65,0,0,0,0,bread_toppings,4
subway,extra,Black Olives,3,g,0,0,0,0,0,25,0,0,0,0,bread_toppings,3
subway,extra,Cucumbers,14,g,0,0,0,0,0,0,1,0,0,0,bread_toppings,14
subway,extra,Green Peppers,7,g,0,0,0,0,0,0,0,0,0,0,bread_toppings,7
subway,extra,Jalapenos,4,g,0,0,0,0,0,70,0,0,0,0,bread_toppings,4
subway,extra,Lettuce,21,g,0,0,0,0,0,0,1,0,0,0,bread_toppings,21
subway,extra,Pickles,9,g,0,0,0,0,0,115,0,0,0,0,bread_toppings,9
subway,extra,Red Onions,7,g,0,0,0,0,0,0,1,0,0,0,bread_toppings,7
subway,extra,Spinach,7,g,0,0,0,0,0,5,0,0,0,0,bread_toppings,7
subway,extra,Tomatoes,35,g,5,0,0,0,0,0,1,0,1,0,bread_toppings,35
subway,extra,Guacamole,35,g,70,6,1,0,0,100,3,2,0,1,bread_toppings,35
subway,extra,Shaved Steak,100,g,160,7,"2,5",0,55,760,5,0,3,20,bread_toppings,100
subway,extra,Parmesan Cheese,1,g,5,0,0,0,0,30,0,0,0,1,bread_toppings,1
subway,kids_menu,kids pak chicken,209,g,411,10,3.1,NaN,NaN,2.3,55,3.2,6.8,23,kids_menu,209
subway,kids_menu,kids pak turkey,180,g,409,15,2.8,NaN,NaN,1.9,52,3.5,4.5,15,kids_menu,180
subway,kids_menu,kids pak veggie,190,g,463,21,4,NaN,NaN,1.9,54,5.6,4.1,15,kids_menu,190
subway,kids_menu,kids pak tuna,184,g,463,20,3.7,NaN,NaN,2.3,54,3.4,4.3,16,kids_menu,184
burger_king,sides,WHOPPER® Sandwich,270,g,660,40.0,12.0,1.5,90,980,49,2,11,28,WHOPPER® SANDWICHES,270
burger_king,sides,WHOPPER® Sandwich with Cheese,292,g,740,46.0,16.0,2.0,115,1340,50,2,11,32,WHOPPER® SANDWICHES,292
burger_king,sides,Bacon & Cheese WHOPPER® Sandwich,303,g,790,51.0,17.0,2.0,125,1560,50,2,11,35,WHOPPER® SANDWICHES,303
burger_king,sides,DOUBLE WHOPPER® Sandwich,354,g,900,58.0,20.0,3.0,175,1050,49,2,11,48,WHOPPER® SANDWICHES,354
burger_king,sides,DOUBLE WHOPPER® Sandwich with Cheese,377,g,980,64.0,24.0,3.0,195,1410,50,2,11,52,WHOPPER® SANDWICHES,377
burger_king,sides,TRIPLE WHOPPER® Sandwich,438,g,1130,75.0,28.0,4.0,255,1120,49,2,11,67,WHOPPER® SANDWICHES,438
burger_king,sides,TRIPLE WHOPPER® Sandwich with Cheese,461,g,1220,82.0,32.0,4.5,280,1470,50,2,11,71,WHOPPER® SANDWICHES,461
burger_king,sides,WHOPPER JR.®,134,g,310,18.0,5.0,0.5,40,390,27,1,7,13,WHOPPER® SANDWICHES,134
burger_king,burger,BACON KING™ Sandwich,356,g,1150,79.0,31.0,3.5,240,2150,49,2,10,61,FLAME BROILED BURGERS,356
burger_king,burger,Cheddar BACON KING™ Sandwich,366,g,1190,84.0,33.0,3.5,235,1930,50,2,11,64,FLAME BROILED BURGERS,366
burger_king,burger,Single Quarter Pound KING™ Sandwich,231,g,580,29.0,13.0,1.5,105,1310,49,2,10,32,FLAME BROILED BURGERS,231
burger_king,burger,Double Quarter Pound KING™ Sandwich,338,g,900,54.0,25.0,3.0,210,1740,50,2,11,56,FLAME BROILED BURGERS,338
burger_king,burger,Single STACKER KING™,223,g,700,42.0,16.0,2.0,125,1360,48,1,10,35,FLAME BROILED BURGERS,223
burger_king,burger,Double STACKER KING™,334,g,1050,68.0,28.0,3.5,235,1870,49,1,11,61,FLAME BROILED BURGERS,334
burger_king,burger,IMPOSSIBLE™ WHOPPER® Sandwich**,285,g,630,34.0,11.0,0.0,10,1080,58,4,12,25,FLAME BROILED BURGERS,285
burger_king,burger,Hamburger,99,g,240,10.0,3.5,0.5,35,380,26,1,6,13,FLAME BROILED BURGERS,99
burger_king,burger,Cheeseburger,111,g,280,13.0,6.0,0.5,45,560,27,1,7,15,FLAME BROILED BURGERS,111
burger_king,burger,Double Hamburger,136,g,350,18.0,7.0,1.0,70,410,26,1,6,21,FLAME BROILED BURGERS,136
burger_king,burger,Double Cheeseburger,148,g,390,21.0,9.0,1.5,85,590,27,1,7,23,FLAME BROILED BURGERS,148
burger_king,burger,Extra Long Cheeseburger,226,g,630,37.0,14.0,1.5,100,1050,45,2,9,29,FLAME BROILED BURGERS,226
burger_king,burger,Bacon Cheeseburger,118,g,320,16.0,7.0,0.5,55,710,27,1,7,17,FLAME BROILED BURGERS,118
burger_king,burger,Bacon Double Cheeseburger,155,g,420,24.0,10.0,1.5,90,740,27,1,7,25,FLAME BROILED BURGERS,155
burger_king,burger,Crispy Chicken Sandwich,228,g,670,41.0,7.0,0.0,60,1080,54,2,8,23,CHICKEN & MORE,228
burger_king,burger,Spicy Crispy Chicken Sandwich,242,g,700,42.0,7.0,0.0,65,1140,57,3,8,25,CHICKEN & MORE,242
burger_king,burger,Original Chicken Sandwich,219,g,660,40.0,7.0,0.0,75,1170,48,2,5,28,CHICKEN & MORE,219
burger_king,burger,Bacon & Cheese Crispy Chicken Sandwich,262,g,800,52.0,13.0,1.0,95,1650,55,2,8,30,CHICKEN & MORE,262
burger_king,burger,BBQ Bacon Crispy Chicken Sandwich,249,g,790,49.0,10.0,0.5,80,1630,60,2,13,28,CHICKEN & MORE,249
burger_king,burger,Crispy Chicken Jr.,142,g,450,30.0,5.0,0.0,30,780,34,2,5,12,CHICKEN & MORE,142
burger_king,burger,Spicy Crispy Chicken Jr.,142,g,390,21.0,3.5,0.0,30,740,37,2,6,12,CHICKEN & MORE,142
burger_king,burger,Chicken Nuggets- 4pc,58,g,170,11.0,1.5,0.0,25,310,11,1,0,8,CHICKEN & MORE,58
burger_king,burger,Chicken Nuggets- 6pc,88,g,260,16.0,2.5,0.0,35,470,16,1,0,12,CHICKEN & MORE,88
burger_king,burger,Chicken Nuggets- 10pc,146,g,430,27.0,4.5,0.0,55,780,27,2,0,20,CHICKEN & MORE,146
burger_king,burger,Chicken Nuggets- 20pc,292,g,860,54.0,9.0,0.0,115,1570,53,3,1,39,CHICKEN & MORE,292
burger_king,burger,Spicy Chicken Nuggets- 4pc,66,g,210,15.0,3.0,0.0,20,570,11,2,0,8,CHICKEN & MORE,66
burger_king,burger,Spicy Chicken Nuggets- 6pc,99,g,320,22.0,4.5,0.0,35,850,17,3,0,12,CHICKEN & MORE,99
burger_king,burger,Spicy Chicken Nuggets- 10 pc,165,g,530,37.0,7.0,0.0,55,1420,28,4,1,20,CHICKEN & MORE,165
burger_king,burger,Spicy Chicken Nuggets- 20 pc,330,g,1050,74.0,15.0,0.0,110,2840,56,9,1,40,CHICKEN & MORE,330
burger_king,burger,Chicken Fries - 9 pc.,91,g,280,17.0,2.5,0.0,35,850,20,1,1,13,CHICKEN & MORE,91
burger_king,burger,Crispy Taco,76,g,170,9.0,3.0,0.0,10,410,19,2,1,5,CHICKEN & MORE,76
burger_king,burger,BIG FISH™ Sandwich,188,g,510,28.0,4.5,0.0,30,1180,51,2,7,16,CHICKEN & MORE,188
burger_king,salad,Garden Chicken Salad with Crispy Chicken - no dressing,287,g,440,25.0,7.0,0.0,75,930,31,3,4,25,salad,287
burger_king,salad,Club Salad with Crispy Chicken - no dressing,308,g,540,33.0,10.0,0.0,95,1380,31,3,5,31,salad,308
burger_king,salad,Garden Side Salad - w/o dressing,99,g,60,4.0,2.5,0.0,10,95,3,1,2,4,salad,99
burger_king,sauce,Ken's Ranch Dressing,43,g,260,28.0,4.0,0.0,10,240,2,0,2,1,sauce,43
burger_king,sauce,Ken's Golden Italian Dressing,43,g,160,17.0,2.5,0.0,0,380,4,0,3,0,sauce,43
burger_king,sauce,Ken's Lite Honey Balsamic Vinaigrette,43,g,120,8.0,1.0,0.0,0,220,14,0,11,0,sauce,43
burger_king,extra,Buttery Garlic Croutons- Packet,14,g,60,2.5,0.0,0.0,10,180,9,0,1,1,extra,14
burger_king,burger,Onion Rings - value,43,g,150,8.0,1.5,0.0,0,400,19,1,2,1,sides,43
burger_king,burger,Onion Rings - small,91,g,320,16.0,3.0,0.0,0,840,41,3,4,3,sides,91
burger_king,burger,Onion Rings - medium,117,g,410,21.0,3.5,0.0,0,1080,53,4,5,4,sides,117
burger_king,burger,Onion Rings - large,142,g,500,25.0,4.5,0.0,0,1310,64,5,7,5,sides,142
burger_king,burger,French Fries - value (unsalted),89,g,220,9.0,1.5,0.0,0,210,34,3,1,2,sides,89
burger_king,burger,French Fries - small (unsalted),128,g,320,13.0,2.0,0.0,0,300,49,5,1,4,sides,128
burger_king,burger,French Fries - medium (unsalted),153,g,380,16.0,2.0,0.0,0,360,58,6,1,4,sides,153
burger_king,burger,French Fries - large (unsalted),173,g,430,18.0,2.5,0.0,0,410,66,7,2,5,sides,173
burger_king,kids_menu,Kids Oatmeal,167,g,170,3.0,1.5,0.0,5,260,32,3,12,4,KING JR™ MEALS,167
burger_king,kids_menu,Chicken Nuggets- 4pc,58,g,170,11.0,1.5,0.0,25,310,11,1,0,8,KING JR™ MEALS,58
burger_king,kids_menu,Chicken Nuggets- 6pc,88,g,260,16.0,2.5,0.0,35,470,16,1,0,12,KING JR™ MEALS,88
burger_king,kids_menu,Hamburger,99,g,240,10.0,3.5,0.5,35,380,26,1,6,13,KING JR™ MEALS,99
burger_king,kids_menu,Cheeseburger,111,g,280,13.0,6.0,0.5,45,560,27,1,7,15,KING JR™ MEALS,111
burger_king,kids_menu,Mott's® Natural Applesauce,111,g,50,0.0,0.0,0.0,0,0,13,1,11,0,KING JR™ MEALS,111
burger_king,kids_menu,PB&J Jamwich,79,g,300,16.0,3.0,0.0,0,290,33,4,11,11,KING JR™ MEALS,79
burger_king,kids_menu,Soft Serve Cone,120,g,190,4.5,3.0,0.0,20,150,32,0,24,5,KING JR™ MEALS,120
burger_king,kids_menu,Dutch Apple Pie,107,g,340,14.0,6.0,0.0,0,310,51,1,25,3,KING JR™ MEALS,107
burger_king,kids_menu,HERSHEY®'S Sundae Pie,79,g,310,19.0,12.0,0.0,10,220,32,1,22,3,KING JR™ MEALS,79
burger_king,kids_menu,Pie made with TWIX®,102,g,370,20.0,13.0,0.0,10,330,45,1,30,4,KING JR™ MEALS,102
burger_king,kids_menu,OREO® Cookie Cheesecake,92,g,350,18.0,8.0,0.0,35,310,41,1,25,6,KING JR™ MEALS,92
burger_king,kids_menu,Soft Serve Cone,120,g,190,4.5,3.0,0.0,20,150,32,0,24,5,KING JR™ MEALS,120
burger_king,kids_menu,Soft Serve Cup,115,g,170,4.5,3.0,0.0,20,150,28,0,24,5,KING JR™ MEALS,115
burger_king,kids_menu,HERSHEY®'s Chocolate Sundae,149,g,260,5.0,3.0,0.0,20,160,49,1,43,5,KING JR™ MEALS,149
burger_king,kids_menu,Caramel Sundae,137,g,240,5.0,3.5,0.0,20,210,42,0,33,5,KING JR™ MEALS,137
burger_king,kids_menu,Chocolate Chip Cookies (each),38,g,160,8.0,4.0,0.0,10,125,24,1,15,2,KING JR™ MEALS,38
burger_king,breakfast,CROISSAN'WICH® Egg & Cheese,125,g,340,18.0,8.0,0.0,160,610,29,1,4,12,BREAKFAST,125
burger_king,breakfast,"CROISSAN'WICH® Sausage, Egg & Cheese",169,g,500,33.0,13.0,0.0,195,930,30,1,4,19,BREAKFAST,169
burger_king,breakfast,"CROISSAN'WICH® Ham, Egg & Cheese",156,g,370,19.0,8.0,0.0,175,1030,30,1,5,17,BREAKFAST,156
burger_king,breakfast,"CROISSAN'WICH® Bacon, Egg & Cheese",132,g,370,21.0,9.0,0.0,170,760,30,1,4,14,BREAKFAST,132
burger_king,breakfast,Fully Loaded CROISSAN'WICH®,218,g,610,40.0,17.0,0.5,225,1680,31,1,5,28,BREAKFAST,218
burger_king,breakfast,Double CROISSAN'WICH® with Sausage & Bacon,187,g,580,40.0,16.0,0.5,215,1260,31,1,5,23,BREAKFAST,187
burger_king,breakfast,Double CROISSAN'WICH® with Sausage,224,g,710,52.0,20.0,0.5,240,1420,31,1,5,29,BREAKFAST,224
burger_king,breakfast,Double CROISSAN'WICH® with Ham & Sausage,211,g,580,38.0,16.0,0.5,220,1530,31,1,5,27,BREAKFAST,211
burger_king,breakfast,Fully Loaded Biscuit,238,g,640,45.0,20.0,0.0,225,2190,31,1,4,28,BREAKFAST,238
burger_king,breakfast,"Ham, Egg, & Cheese Biscuit",176,g,400,24.0,12.0,0.0,175,1550,29,1,3,17,BREAKFAST,176
burger_king,breakfast,"Sausage, Egg, & Cheese Biscuit",189,g,530,38.0,17.0,0.0,195,1440,29,1,3,19,BREAKFAST,189
burger_king,breakfast,"Bacon, Egg & Cheese Biscuit",152,g,400,26.0,13.0,0.0,170,1270,29,1,3,13,BREAKFAST,152
burger_king,breakfast,Sausage Biscuit,121,g,420,28.0,6.0,0.0,35,1050,28,1,2,12,BREAKFAST,121
burger_king,breakfast,Breakfast Burrito Jr.,143,g,370,23.0,8.0,0.0,150,930,27,3,2,15,BREAKFAST,143
burger_king,breakfast,EGG-NORMOUS BURRITO™,310,g,780,42.0,15.0,0.0,355,1960,68,3,4,32,BREAKFAST,310
burger_king,breakfast,BK™ Ultimate Breakfast Platter,390,g,930,44.0,11.0,0.0,390,2230,110,4,40,24,BREAKFAST,390
burger_king,breakfast,NY Ultimate Platter (Regional menu item),400,g,900,46.0,12.0,0.0,380,1760,95,5,31,25,BREAKFAST,400
burger_king,breakfast,Pancake and Sausage platter,217,g,610,31.0,9.0,0.0,80,1010,72,1,30,12,BREAKFAST,217
burger_king,breakfast,Hash Browns - small,84,g,250,16.0,3.5,0.0,0,580,24,3,0,2,BREAKFAST,84
burger_king,breakfast,Hash Browns - medium,169,g,500,33.0,7.0,0.0,0,1140,48,7,0,4,BREAKFAST,169
burger_king,breakfast,Hash Browns - large,225,g,670,44.0,9.0,0.0,0,1530,65,9,0,5,BREAKFAST,225
burger_king,breakfast,French Toast Sticks (3 piece),65,g,230,11.0,2.0,0.0,0,260,29,1,8,3,BREAKFAST,65
burger_king,breakfast,French Toast Sticks (5 piece),109,g,380,18.0,3.0,0.0,0,430,49,2,13,5,BREAKFAST,109
burger_king,breakfast,American Cheese (slice),11,g,40,3.5,2.0,0.0,10,180,1,0,0,2,BREAKFAST,11
burger_king,breakfast,Ketchup (Packet),10,g,10,0.0,0.0,0.0,0,125,3,0,2,0,BREAKFAST,10
burger_king,breakfast,Mayonnaise (Packet),12,g,80,9.0,0.5,0.0,10,75,1,0,0,0,BREAKFAST,12
burger_king,breakfast,Strawberry or Grape Jam (packet),12,g,30,0.0,0.0,0.0,0,0,7,0,6,0,BREAKFAST,12
burger_king,breakfast,Breakfast Syrup (1 oz),41,g,120,0.0,0.0,0.0,0,15,30,0,18,0,BREAKFAST,41
burger_king,breakfast,Barbecue Dipping Sauce (1 oz),28,g,40,0.0,0.0,0.0,0,310,11,0,10,0,BREAKFAST,28
burger_king,breakfast,Ranch Dipping Sauce (1 oz),28,g,140,15.0,2.5,0.0,10,85,1,0,1,1,BREAKFAST,28
burger_king,breakfast,Buffalo Dipping Sauce (1 oz),28,g,80,8.0,1.5,0.0,5,360,2,0,1,0,BREAKFAST,28
burger_king,breakfast,Zesty Onion Ring Dipping Sauce (1 oz),28,g,150,15.0,2.5,0.0,20,240,3,0,0,0,BREAKFAST,28
burger_king,breakfast,Honey Mustard Dipping Sauce (1oz),28,g,90,6.0,1.0,0.0,10,180,8,0,7,0,BREAKFAST,28
burger_king,beverage,Fat FREE Milk (8 fl oz),8,fl oz,90,0.0,0.0,0.0,5,125,13,0,12,9,BEVERAGES,8 fl oz
burger_king,beverage,1% Low Fat Chocolate Milk (8 fl oz),8,fl oz,160,2.5,1.5,0.0,15,150,26,0,25,8,BEVERAGES,8 fl oz
burger_king,beverage,Smoothie: Strawberry Banana 16 fl oz,16,fl oz,310,1.0,0.0,0.0,0,55,71,3,50,4,BEVERAGES,16 fl oz
burger_king,beverage,Oreo® Shake,12,fl oz,720,20.0,12.0,0.5,65,540,118,1,98,16,BEVERAGES,12 fl oz
burger_king,beverage,Chocolate Oreo® Shake,12,fl oz,740,22.0,13.0,0.5,70,680,121,1,101,17,BEVERAGES,12 fl oz
burger_king,beverage,Vanilla Milk Shake,12,fl oz,580,15.0,10.0,0.0,60,420,98,0,85,14,BEVERAGES,12 fl oz
burger_king,beverage,HERSHEY®'S Chocolate Milk Shake,12,fl oz,610,16.0,10.0,0.0,60,500,103,1,88,14,BEVERAGES,12 fl oz
burger_king,beverage,Strawberry Milk Shake,12,fl oz,640,15.0,10.0,0.0,60,440,113,0,99,14,BEVERAGES,12 fl oz
burger_king,beverage,Coca Cola classic,16,fl oz,210,0.0,0.0,0.0,0,50,58,0,58,0,BEVERAGES,16 fl oz
burger_king,beverage,Coca Cola classic,20,fl oz,270,0.0,0.0,0.0,0,60,73,0,73,0,BEVERAGES,20 fl oz
burger_king,beverage,Coca Cola classic,29,fl oz,390,0.0,0.0,0.0,0,85,105,0,105,0,BEVERAGES,29 fl oz
burger_king,beverage,Coca Cola classic,38,fl oz,510,0.0,0.0,0.0,0,115,138,0,138,0,BEVERAGES,38 fl oz
burger_king,beverage,Diet Coke,16,fl oz,0,0.0,0.0,0.0,70,0,0,0,0,0,BEVERAGES,16 fl oz
burger_king,beverage,Diet Coke,20,fl oz,0,0.0,0.0,0.0,85,0,0,0,0,0,BEVERAGES,20 fl oz
burger_king,beverage,Diet Coke,29,fl oz,0,0.0,0.0,0.0,120,0,0,0,0,0,BEVERAGES,29 fl oz
burger_king,beverage,Diet Coke,38,fl oz,0,0.0,0.0,0.0,160,0,0,0,0,0,BEVERAGES,38 fl oz
burger_king,beverage,Sprite,16,fl oz,210,0.0,0.0,0.0,0,95,56,0,56,0,BEVERAGES,16 fl oz
burger_king,beverage,Sprite,20,fl oz,260,0.0,0.0,0.0,0,120,70,0,70,0,BEVERAGES,20 fl oz
burger_king,beverage,Sprite,29,fl oz,380,0.0,0.0,0.0,0,170,102,0,102,0,BEVERAGES,29 fl oz
burger_king,beverage,Sprite,38,fl oz,500,0.0,0.0,0.0,0,230,133,0,133,0,BEVERAGES,38 fl oz
burger_king,beverage,Dr. Pepper,16,fl oz,190,0.0,0.0,0.0,0,60,52,0,51,0,BEVERAGES,16 fl oz
burger_king,beverage,Dr. Pepper,20,fl oz,240,0.0,0.0,0.0,0,75,65,0,64,0,BEVERAGES,20 fl oz
burger_king,beverage,Dr. Pepper,29,fl oz,350,0.0,0.0,0.0,0,105,94,0,93,0,BEVERAGES,29 fl oz
burger_king,beverage,Dr. Pepper,38,fl oz,450,0.0,0.0,0.0,0,140,124,0,121,0,BEVERAGES,38 fl oz
burger_king,beverage,Barq's Root Beer,16,fl oz,240,0.0,0.0,0.0,0,100,65,0,65,0,BEVERAGES,16 fl oz
burger_king,beverage,Barq's Root Beer,20,fl oz,300,0.0,0.0,0.0,0,120,81,0,81,0,BEVERAGES,20 fl oz
burger_king,beverage,Barq's Root Beer,29,fl oz,430,0.0,0.0,0.0,0,180,118,0,118,0,BEVERAGES,29 fl oz
burger_king,beverage,Barq's Root Beer,38,fl oz,570,0.0,0.0,0.0,0,230,155,0,155,0,BEVERAGES,38 fl oz
burger_king,beverage,Cherry Coke,16,fl oz,220,0.0,0.0,0.0,0,55,61,0,61,0,BEVERAGES,16 fl oz
burger_king,beverage,Cherry Coke,20,fl oz,280,0.0,0.0,0.0,0,70,76,0,76,0,BEVERAGES,20 fl oz
burger_king,beverage,Cherry Coke,29,fl oz,410,0.0,0.0,0.0,0,100,110,0,110,0,BEVERAGES,29 fl oz
burger_king,beverage,Cherry Coke,38,fl oz,530,0.0,0.0,0.0,0,130,145,0,145,0,BEVERAGES,38 fl oz
burger_king,beverage,Fanta Orange,16,fl oz,230,0.0,0.0,0.0,0,60,62,0,61,0,BEVERAGES,16 fl oz
burger_king,beverage,Fanta Orange,20,fl oz,280,0.0,0.0,0.0,0,70,78,0,77,0,BEVERAGES,20 fl oz
burger_king,beverage,Fanta Orange,29,fl oz,410,0.0,0.0,0.0,0,105,113,0,111,0,BEVERAGES,29 fl oz
burger_king,beverage,Fanta Orange,38,fl oz,540,0.0,0.0,0.0,0,135,148,0,146,0,BEVERAGES,38 fl oz
burger_king,beverage,Hi-C Fruit Punch,16,fl oz,220,0.0,0.0,0.0,0,75,62,0,60,0,BEVERAGES,16 fl oz
burger_king,beverage,Hi-C Fruit Punch,20,fl oz,280,0.0,0.0,0.0,0,95,77,0,75,0,BEVERAGES,20 fl oz
burger_king,beverage,Hi-C Fruit Punch,29,fl oz,410,0.0,0.0,0.0,0,135,111,0,109,0,BEVERAGES,29 fl oz
burger_king,beverage,Hi-C Fruit Punch,38,fl oz,530,0.0,0.0,0.0,0,180,146,0,143,0,BEVERAGES,38 fl oz
burger_king,beverage,Minute Maid Light Lemonade,16,fl oz,10,0.0,0.0,0.0,0,60,3,0,0,0,BEVERAGES,16 fl oz
burger_king,beverage,Minute Maid Light Lemonade,20,fl oz,10,0.0,0.0,0.0,0,70,4,0,0,0,BEVERAGES,20 fl oz
burger_king,beverage,Minute Maid Light Lemonade,29,fl oz,15,0.0,0.0,0.0,0,105,5,0,0,0,BEVERAGES,29 fl oz
burger_king,beverage,Minute Maid Light Lemonade,38,fl oz,20,0.0,0.0,0.0,0,135,7,0,0,0,BEVERAGES,38 fl oz
burger_king,beverage,Sweet Tea,20,fl oz,120,0.0,0.0,0.0,0,0,35,0,35,0,BEVERAGES,20 fl oz
burger_king,beverage,Sweet Tea,29,fl oz,160,0.0,0.0,0.0,0,0,49,0,49,0,BEVERAGES,29 fl oz
burger_king,beverage,Sweet Tea,40,fl oz,240,0.0,0.0,0.0,0,0,71,0,71,0,BEVERAGES,40 fl oz
burger_king,beverage,Unsweetened Tea,20,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,20 fl oz
burger_king,beverage,Unsweetened Tea,29,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,29 fl oz
burger_king,beverage,Unsweetened Tea,40,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,40 fl oz
burger_king,beverage,Capri Sun 100% Apple Juice,6.2,fl oz,80,0.0,0.0,0.0,0,25,20,0,20,0,BEVERAGES,1 pouch
burger_king,beverage,Minute Maid Orange Juice,10,fl oz,140,0.0,0.0,0.0,0,20,33,0,30,2,BEVERAGES,10 fl oz
burger_king,beverage,Frozen Coke - 16 oz,16,fl oz,130,0.0,0.0,0.0,0,50,35,0,35,0,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Coffee- 12 fl oz,12,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Coffee- 16 fl oz,16,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Coffee- 20 fl oz,20,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,20 fl oz
burger_king,beverage,BK® Café Decaf Coffee- 12 fl oz,12,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Decaf Coffee- 16 fl oz,16,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Decaf Coffee- 20 fl oz,20,fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,BEVERAGES,20 fl oz
burger_king,beverage,BK® Café Iced Vanilla Coffee- 12 fl oz,12,fl oz,150,8.0,4.0,0.0,25,30,21,0,21,1,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Iced Vanilla Coffee- 16 fl oz,16,fl oz,200,10.0,5.0,0.0,30,40,27,0,27,2,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Iced Vanilla Coffee- 20 fl oz,20,fl oz,260,13.0,7.0,0.0,40,50,34,0,34,2,BEVERAGES,20 fl oz
burger_king,beverage,BK® Café Iced Mocha Coffee- 12 fl oz,12,fl oz,180,8.0,4.0,0.0,25,40,27,1,25,2,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Iced Mocha Coffee- 16 fl oz,16,fl oz,240,10.0,6.0,0.0,30,55,35,1,32,2,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Iced Mocha Coffee- 20 fl oz,20,fl oz,300,13.0,7.0,0.0,40,70,45,2,41,3,BEVERAGES,20 fl oz
burger_king,beverage,BK® Café Mocha Frappe- 12 fl oz,12,fl oz,300,8.0,5.0,0.0,30,200,50,1,41,7,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Mocha Frappe- 16 fl oz,16,fl oz,400,10.0,7.0,0.0,40,270,68,1,58,9,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Mocha Frappe- 20 fl oz,20,fl oz,510,13.0,8.0,0.0,50,350,87,1,71,12,BEVERAGES,20 fl oz
burger_king,beverage,BK® Café Caramel Frappe- 12 fl oz,12,fl oz,300,8.0,5.0,0.0,35,210,50,0,41,7,BEVERAGES,12 fl oz
burger_king,beverage,BK® Café Caramel Frappe- 16 fl oz,16,fl oz,400,10.0,7.0,0.0,40,280,68,0,56,9,BEVERAGES,16 fl oz
burger_king,beverage,BK® Café Caramel Frappe- 20 fl oz,20,fl oz,500,12.0,8.0,0.0,50,350,86,0,71,11,BEVERAGES,20 fl oz
